rule_id	outcome_status	recommended_reviewer_decision	assembly_accession	biosample	organism	current_field	current_value	destination_field	destination_value	existing_destination_value	event_evidence	event_detail	raw_evidence_json	Environment_Medium_SD	Environment_Broad_Scale_SD	Environment_Local_Scale_SD	Sampling_Context_SD	Host_Context_SD	Host_Health_State_SD	Host_Study_Group_SD	Semantic_Axis_Provenance
SC1-HHS-DISEASED-PATIENT-SAMPLING	conditional_assignment_skip	hold; evidence condition not met	GCA_001152185.1	SAMEA859904	Yersinia rohdei	Host_Health_State_SD	diseased/patient	Sampling_Context_SD	clinical subject		clinical_subject_evidence=false	conditional_assignment_skip	"{""BioSample Host Health State"":""disease: otitis media"",""BioSample Isolation Source"":""middle ear"",""Host"":""Homo sapiens"",""Host Health State"":""disease: otitis media"",""Host_Cleaned"":""homo sapiens"",""Host_Original"":""Homo sapiens"",""Isolation Source"":""middle ear""}"						diseased/patient		{}
SC1-HHS-DISEASED-PATIENT-SAMPLING	conditional_assignment_skip	hold; evidence condition not met	GCA_001166625.1	SAMEA859871	Yersinia intermedia	Host_Health_State_SD	diseased/patient	Sampling_Context_SD	clinical subject		clinical_subject_evidence=false	conditional_assignment_skip	"{""BioSample Host Health State"":""disease: otitis media"",""BioSample Isolation Source"":""middle ear"",""Host"":""Homo sapiens"",""Host Health State"":""disease: otitis media"",""Host_Cleaned"":""homo sapiens"",""Host_Original"":""Homo sapiens"",""Isolation Source"":""middle ear""}"						diseased/patient		{}
SC1-HHS-DISEASED-PATIENT-SAMPLING	conditional_assignment_skip	hold; evidence condition not met	GCA_001167085.1	SAMEA859880	Yersinia intermedia	Host_Health_State_SD	diseased/patient	Sampling_Context_SD	clinical subject		clinical_subject_evidence=false	conditional_assignment_skip	"{""BioSample Host Health State"":""disease: otitis media"",""BioSample Isolation Source"":""middle ear"",""Host"":""Homo sapiens"",""Host Health State"":""disease: otitis media"",""Host_Cleaned"":""homo sapiens"",""Host_Original"":""Homo sapiens"",""Isolation Source"":""middle ear""}"						diseased/patient		{}
SC1-HHS-DISEASED-PATIENT-SAMPLING	conditional_assignment_skip	hold; evidence condition not met	GCA_001244605.1	SAMEA859918	Yersinia kristensenii	Host_Health_State_SD	diseased/patient	Sampling_Context_SD	clinical subject		clinical_subject_evidence=false	conditional_assignment_skip	"{""BioSample Host Health State"":""disease: otitis media"",""BioSample Isolation Source"":""middle ear"",""Host"":""Homo sapiens"",""Host Health State"":""disease: otitis media"",""Host_Cleaned"":""homo sapiens"",""Host_Original"":""Homo sapiens"",""Isolation Source"":""middle ear""}"						diseased/patient		{}
SC1-HHS-DISEASED-PATIENT-SAMPLING	conditional_assignment_skip	hold; evidence condition not met	GCA_001319525.1	SAMEA859853	Yersinia frederiksenii	Host_Health_State_SD	diseased/patient	Sampling_Context_SD	clinical subject		clinical_subject_evidence=false	conditional_assignment_skip	"{""BioSample Host Health State"":""disease: otitis media"",""BioSample Isolation Source"":""middle ear"",""Host"":""Homo sapiens"",""Host Health State"":""disease: otitis media"",""Host_Cleaned"":""homo sapiens"",""Host_Original"":""Homo sapiens"",""Isolation Source"":""middle ear""}"						diseased/patient		{}
SC1-HHS-DISEASED-PATIENT-SAMPLING	conditional_assignment_skip	hold; evidence condition not met	GCA_001319745.1	SAMEA859915	Yersinia similis	Host_Health_State_SD	diseased/patient	Sampling_Context_SD	clinical subject		clinical_subject_evidence=false	conditional_assignment_skip	"{""BioSample Host Health State"":""disease: otitis media"",""BioSample Isolation Source"":""middle ear"",""Host"":""Homo sapiens"",""Host Health State"":""disease: otitis media"",""Host_Cleaned"":""homo sapiens"",""Host_Original"":""Homo sapiens"",""Isolation Source"":""middle ear""}"						diseased/patient		{}
SC1-HHS-DISEASED-PATIENT-SAMPLING	conditional_assignment_skip	hold; evidence condition not met	GCA_001319885.1	SAMEA859934	Yersinia pseudotuberculosis	Host_Health_State_SD	diseased/patient	Sampling_Context_SD	clinical subject		clinical_subject_evidence=false	conditional_assignment_skip	"{""BioSample Host Health State"":""disease: otitis media"",""BioSample Isolation Source"":""middle ear"",""Host"":""Homo sapiens"",""Host Health State"":""disease: otitis media"",""Host_Cleaned"":""homo sapiens"",""Host_Original"":""Homo sapiens"",""Isolation Source"":""middle ear""}"						diseased/patient		{}
SC1-HHS-DISEASED-PATIENT-SAMPLING	conditional_assignment_skip	hold; evidence condition not met	GCA_001877015.1	SAMN05948859	Glaesserella parasuis	Host_Health_State_SD	diseased/patient	Sampling_Context_SD	clinical subject		clinical_subject_evidence=false	conditional_assignment_skip	"{""BioSample Host"":""swine"",""BioSample Host Disease"":""Glassers Disease/pneumonia"",""BioSample Isolation Source"":""lung"",""Host"":""swine"",""Host Disease"":""Glassers Disease/pneumonia"",""Host_Cleaned"":""swine"",""Host_Original"":""swine"",""Isolation Source"":""lung""}"						diseased/patient		{}
SC1-HHS-DISEASED-PATIENT-HUMAN	conditional_assignment_skip	apply-now candidate; verify independent human evidence in examples	GCA_001877015.1	SAMN05948859	Glaesserella parasuis	Host_Health_State_SD	diseased/patient	Host_Context_SD	human-associated		human_host_evidence=false	conditional_assignment_skip	"{""BioSample Host"":""swine"",""BioSample Host Disease"":""Glassers Disease/pneumonia"",""BioSample Isolation Source"":""lung"",""Host"":""swine"",""Host Disease"":""Glassers Disease/pneumonia"",""Host_Cleaned"":""swine"",""Host_Original"":""swine"",""Isolation Source"":""lung""}"						diseased/patient		{}
SC1-HHS-DISEASED-PATIENT-SAMPLING	conditional_assignment_skip	hold; evidence condition not met	GCA_003112695.1	SAMD00113005	Azospira sp. I13	Host_Health_State_SD	diseased/patient	Sampling_Context_SD	clinical subject		clinical_subject_evidence=false	conditional_assignment_skip	"{""BioSample Host Health State"":""disease: otitis media"",""BioSample Isolation Source"":""middle ear"",""Host"":""Homo sapiens"",""Host Health State"":""disease: otitis media"",""Host_Cleaned"":""homo sapiens"",""Host_Original"":""Homo sapiens"",""Isolation Source"":""middle ear""}"						diseased/patient		{}
SC1-SITE-CATHETER-DEVICE	conditional_assignment_skip	hold; evidence condition not met	GCA_016680365.1	SAMN17166583	Klebsiella pneumoniae	Isolation_Site_SD	catheter	Sample_Collection_Device_SD	catheter		collection_device_evidence=false	conditional_assignment_skip	"{""Host"":""Homo sapiens"",""Host_Cleaned"":""homo sapiens"",""Host_Original"":""Homo sapiens"",""Isolation Source"":""central venous catheters""}"								{}
SC1-SITE-CATHETER-DEVICE	conditional_assignment_skip	hold; evidence condition not met	GCA_016680545.1	SAMN17166581	Klebsiella pneumoniae	Isolation_Site_SD	catheter	Sample_Collection_Device_SD	catheter		collection_device_evidence=false	conditional_assignment_skip	"{""Host"":""Homo sapiens"",""Host_Cleaned"":""homo sapiens"",""Host_Original"":""Homo sapiens"",""Isolation Source"":""central venous catheters""}"								{}
SC1-HHS-DISEASED-PATIENT-SAMPLING	conditional_assignment_skip	hold; evidence condition not met	GCA_054748345.1	SAMD00752387	Helicobacter pylori	Host_Health_State_SD	diseased/patient	Sampling_Context_SD	clinical subject		clinical_subject_evidence=false	conditional_assignment_skip	"{""BioSample Host Health State"":""disease: meningitis"",""Host"":""Homo sapiens"",""Host Health State"":""disease: meningitis"",""Host_Cleaned"":""homo sapiens"",""Host_Original"":""Homo sapiens""}"						diseased/patient		{}
