field	standardized_value	primary_semantic_class	secondary_semantic_classes	semantic_components	confidence	field_compatibility	row_count	reason	additive_destinations	proposed_destination	remove_from_current_field	action_class
Isolation_Source_SD	ceacal content	sample_material		sample_material:physical specimen/material	high	compatible	43	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	Sample_Material_SD|Sample_Type_SD	Sample_Material_SD|Sample_Type_SD	false	additive_axis_enrichment
Isolation_Source_SD	tissue	sample_material		sample_material:physical specimen/material	high	compatible	43	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	Sample_Material_SD|Sample_Type_SD	Sample_Material_SD|Sample_Type_SD	false	additive_axis_enrichment
Isolation_Source_SD	blood-derived material	sample_material	anatomical_material	sample_material:physical specimen/material|anatomical_material:host anatomical material	medium	compatible_composite	36	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD	false	composite_requires_split
Isolation_Source_SD	broncho-alveolar lavage	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	medium	compatible_composite	35	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split
Isolation_Source_SD	mucus	sample_material	anatomical_material	sample_material:physical specimen/material|anatomical_material:host anatomical material	medium	compatible_composite	28	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD	false	composite_requires_split
Isolation_Source_SD	Nasopharygneal lavage	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	medium	compatible_composite	24	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split
Isolation_Source_SD	lavage	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	medium	compatible_composite	22	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split
Isolation_Source_SD	Tracheal lavage	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	medium	compatible_composite	15	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split
Isolation_Source_SD	body fluid	sample_material		sample_material:physical specimen/material	high	compatible	13	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	Sample_Material_SD|Sample_Type_SD	Sample_Material_SD|Sample_Type_SD	false	additive_axis_enrichment
Isolation_Source_SD	epidermal mucus of Anguilla anguilla fishes in Ebro delta	sample_material	anatomical_material	sample_material:physical specimen/material|anatomical_material:host anatomical material	medium	compatible_composite	13	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD	false	composite_requires_split
Isolation_Source_SD	guttural pouch lavage	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	medium	compatible_composite	13	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split
Isolation_Source_SD_Broad	swab	sample_material	collection_device	sample_material:swab specimen|collection_device:swab	high	compatible_composite	12	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Device_SD	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Device_SD	false	composite_requires_split
Isolation_Source_SD	Guttural pouch lavage	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	medium	compatible_composite	11	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split
Isolation_Source_SD	Bronchalveolar Lavage	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	medium	compatible_composite	10	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split
Isolation_Source_SD	Intrauterine purulent content	sample_material		sample_material:physical specimen/material	high	compatible	8	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	Sample_Material_SD|Sample_Type_SD	Sample_Material_SD|Sample_Type_SD	false	additive_axis_enrichment
Isolation_Source_SD	Nasobronchial lavage	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	medium	compatible_composite	8	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split
Isolation_Source_SD	sputum	sample_material		sample_material:physical specimen/material	high	compatible	8	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	Sample_Material_SD|Sample_Type_SD	Sample_Material_SD|Sample_Type_SD	false	additive_axis_enrichment
Isolation_Source_SD	broncoalveolar lavage	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	medium	compatible_composite	7	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split
Isolation_Source_SD	oropharyngeal/throat swab	sample_material	collection_device|anatomical_site	collection_device:collection device|anatomical_site:anatomical site or plant part|sample_material:swab specimen|collection_device:swab	medium	compatible_composite	7	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Device_SD|Host_Anatomical_Site_SD|Isolation_Site_SD	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Device_SD|Host_Anatomical_Site_SD|Isolation_Site_SD	false	composite_requires_split
Isolation_Source_SD	Broncheoalveolar lavage	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	medium	compatible_composite	6	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split
Isolation_Source_SD	cocoon mucus of kanamycin treated earthworm	sample_material	anatomical_material	sample_material:physical specimen/material|anatomical_material:host anatomical material	medium	compatible_composite	6	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD	false	composite_requires_split
Isolation_Source_SD_Broad	animal tissue/site	sample_material	host_context	sample_material:physical specimen/material|host_context:host-associated context	medium	compatible_composite	6	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	Sample_Material_SD|Sample_Type_SD|Host_Context_SD	Sample_Material_SD|Sample_Type_SD|Host_Context_SD	false	composite_requires_split
Isolation_Source_SD	Bronco-Alveolar Lavage	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	medium	compatible_composite	5	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split
Isolation_Source_SD	abomasum content	sample_material		sample_material:physical specimen/material	high	compatible	5	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	Sample_Material_SD|Sample_Type_SD	Sample_Material_SD|Sample_Type_SD	false	additive_axis_enrichment
Isolation_Source_SD	brochoalveolar lavage	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	medium	compatible_composite	5	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split
Isolation_Source_SD	cloacal content	sample_material		sample_material:physical specimen/material	high	compatible	5	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	Sample_Material_SD|Sample_Type_SD	Sample_Material_SD|Sample_Type_SD	false	additive_axis_enrichment
Isolation_Source_SD	cloacal swab	sample_material	collection_device	collection_device:collection device|sample_material:swab specimen|collection_device:swab	medium	compatible_composite	5	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Device_SD	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Device_SD	false	composite_requires_split
Isolation_Source_SD	gastric lavage	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	medium	compatible_composite	5	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split
Isolation_Source_SD	ruminal content	sample_material		sample_material:physical specimen/material	high	compatible	5	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	Sample_Material_SD|Sample_Type_SD	Sample_Material_SD|Sample_Type_SD	false	additive_axis_enrichment
Isolation_Source_SD	ceca contents	sample_material		sample_material:physical specimen/material	high	compatible	4	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	Sample_Material_SD|Sample_Type_SD	Sample_Material_SD|Sample_Type_SD	false	additive_axis_enrichment
Isolation_Source_SD	egg content	sample_material		sample_material:physical specimen/material	high	compatible	4	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	Sample_Material_SD|Sample_Type_SD	Sample_Material_SD|Sample_Type_SD	false	additive_axis_enrichment
Isolation_Source_SD	uterine content	sample_material		sample_material:physical specimen/material	high	compatible	4	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	Sample_Material_SD|Sample_Type_SD	Sample_Material_SD|Sample_Type_SD	false	additive_axis_enrichment
Isolation_Source_SD	Broncho-Alveolar Lavage	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	medium	compatible_composite	3	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split
Isolation_Source_SD	DNA extract	sample_material	sample_processing	sample_material:molecular extract|sample_processing:DNA extraction	high	compatible_composite	3	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	Sample_Material_SD|Sample_Type_SD|Sample_Processing_SD	Sample_Material_SD|Sample_Type_SD|Sample_Processing_SD	false	composite_requires_split
Isolation_Source_SD	Gastric lavage	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	medium	compatible_composite	3	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split
Isolation_Source_SD	Lavage	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	medium	compatible_composite	3	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split
Isolation_Source_SD	Mucus collected from the Florida false coral (Ricordea florida)	sample_material	anatomical_material	sample_material:physical specimen/material|anatomical_material:host anatomical material	medium	compatible_composite	3	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD	false	composite_requires_split
Isolation_Source_SD	bronchioalveolar lavage	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	medium	compatible_composite	3	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split
Isolation_Source_SD	purulent material	sample_material	anatomical_material	sample_material:pus/purulent material|anatomical_material:host anatomical material	high	compatible_composite	3	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD	false	composite_requires_split
Isolation_Source_SD_Broad	molecular extract	sample_material	sample_processing	sample_material:molecular extract|sample_processing:molecular extraction	high	compatible_composite	3	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	Sample_Material_SD|Sample_Type_SD|Sample_Processing_SD	Sample_Material_SD|Sample_Type_SD|Sample_Processing_SD	false	composite_requires_split
Isolation_Source_SD	Broncho alveolaire lavage	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	medium	compatible_composite	2	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split
Isolation_Source_SD	Broncho alveolar lavage	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	medium	compatible_composite	2	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split
Isolation_Source_SD	Catether (Blood)	sample_material	anatomical_material	sample_material:physical specimen/material|anatomical_material:host anatomical material	medium	compatible_composite	2	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD	false	composite_requires_split
Isolation_Source_SD	Lizards faeces	sample_material	anatomical_material	sample_material:physical specimen/material|anatomical_material:host anatomical material	medium	compatible_composite	2	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD	false	composite_requires_split
Isolation_Source_SD	Post-lavage	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	medium	compatible_composite	2	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split
Isolation_Source_SD	Tracheobronchial lavage	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	medium	compatible_composite	2	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split
Isolation_Source_SD	Yellow mucus	sample_material	anatomical_material	sample_material:physical specimen/material|anatomical_material:host anatomical material	medium	compatible_composite	2	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD	false	composite_requires_split
Isolation_Source_SD	appendix content	sample_material		sample_material:physical specimen/material	high	compatible	2	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	Sample_Material_SD|Sample_Type_SD	Sample_Material_SD|Sample_Type_SD	false	additive_axis_enrichment
Isolation_Source_SD	baby faeces	sample_material	anatomical_material	sample_material:physical specimen/material|anatomical_material:host anatomical material	medium	compatible_composite	2	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD	false	composite_requires_split
Isolation_Source_SD	bat, faeces	sample_material	anatomical_material	sample_material:physical specimen/material|anatomical_material:host anatomical material	medium	compatible_composite	2	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD	false	composite_requires_split
Isolation_Source_SD	biogas reactor content	sample_material		sample_material:physical specimen/material	high	compatible	2	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	Sample_Material_SD|Sample_Type_SD	Sample_Material_SD|Sample_Type_SD	false	additive_axis_enrichment
Isolation_Source_SD	biopsy	sample_material	collection_method	sample_material:biopsy/tissue|collection_method:biopsy	high	compatible_composite	2	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split
Isolation_Source_SD	broncho alveolar lavage	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	medium	compatible_composite	2	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split
Isolation_Source_SD	cerebrospinal	sample_material		sample_material:physical specimen/material	high	compatible	2	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	Sample_Material_SD|Sample_Type_SD	Sample_Material_SD|Sample_Type_SD	false	additive_axis_enrichment
Isolation_Source_SD	gastric content	sample_material		sample_material:physical specimen/material	high	compatible	2	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	Sample_Material_SD|Sample_Type_SD	Sample_Material_SD|Sample_Type_SD	false	additive_axis_enrichment
Isolation_Source_SD	ileal contents	sample_material		sample_material:physical specimen/material	high	compatible	2	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	Sample_Material_SD|Sample_Type_SD	Sample_Material_SD|Sample_Type_SD	false	additive_axis_enrichment
Isolation_Source_SD	kite (cloacal swab)	sample_material	collection_device	collection_device:collection device|sample_material:swab specimen|collection_device:swab	medium	compatible_composite	2	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Device_SD	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Device_SD	false	composite_requires_split
Isolation_Source_SD	pancreatic cyst contents	sample_material		sample_material:physical specimen/material	high	compatible	2	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	Sample_Material_SD|Sample_Type_SD	Sample_Material_SD|Sample_Type_SD	false	additive_axis_enrichment
Isolation_Source_SD	secretion	sample_material	anatomical_material	sample_material:secretion|anatomical_material:host anatomical material	high	compatible_composite	2	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD	false	composite_requires_split
Isolation_Source_SD	uterine contents	sample_material		sample_material:physical specimen/material	high	compatible	2	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	Sample_Material_SD|Sample_Type_SD	Sample_Material_SD|Sample_Type_SD	false	additive_axis_enrichment
Isolation_Source_SD	Abdominal (drain aspirate)	sample_material	collection_method|environment_local_scale	collection_method:collection method|sample_material:physical specimen/material|environment_local_scale:local environmental or facility feature	medium	compatible_composite	1	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD|Environment_Local_Scale_SD	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD|Environment_Local_Scale_SD	false	composite_requires_split
Isolation_Source_SD	Abdominal contents	sample_material		sample_material:physical specimen/material	high	compatible	1	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	Sample_Material_SD|Sample_Type_SD	Sample_Material_SD|Sample_Type_SD	false	additive_axis_enrichment
Isolation_Source_SD	Abomasum content	sample_material		sample_material:physical specimen/material	high	compatible	1	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	Sample_Material_SD|Sample_Type_SD	Sample_Material_SD|Sample_Type_SD	false	additive_axis_enrichment
Isolation_Source_SD	Alveolar lavage specimen	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	medium	compatible_composite	1	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split
Isolation_Source_SD	Brochoalveolar lavage	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	medium	compatible_composite	1	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split
