field	standardized_value	primary_semantic_class	secondary_semantic_classes	semantic_components	action_class	additive_destinations	remove_from_current_field	reason	assembly_accession	biosample	organism	raw_attribute_name	raw_value	evidence_match_type	Host	Host_SD	Host_Context_SD	Host_Disease_SD	Host_Health_State_SD	Host_Production_Context_SD	Host_Anatomical_Site_SD	Host_Hospitalization_Status_SD	Host_Vital_Status_SD	Host_Colonization_Status_SD	Host_Disease_Stage_SD	Host_Exposure_Context_SD	Isolation Source	Isolation_Source_SD	Isolation_Source_SD_Broad	Sample Type	Sample_Type_SD	Sample_Type_SD_Broad	Sample_Material_SD	Sampling_Context_SD	Host_Anatomical_Material_SD	Isolation_Site_SD	Environment_Medium_SD	Environment_Medium_SD_Broad	Environment_Broad_Scale_SD	Environment_Local_Scale_SD	Semantic_Axis_Provenance	Collection Date	Country
Environment_Broad_Scale_SD	anthropogenic terrestrial biome	unresolved		unresolved:no deterministic semantic component	classifier_uncertain	admin_review	false	Environment_Broad_Scale_SD should contain broad environmental settings only.	GCA_015589665.1	SAMN12669354	Staphylococcus pseudintermedius	Isolation Source	anthropogenic terrestrial biome [ENVO:01000219]	partial	Canis lupus familiaris	Canis lupus familiaris											anthropogenic terrestrial biome [ENVO:01000219]	clinical/host-associated material	clinical/host-associated material		terrestrial environment	environmental material							anthropogenic terrestrial biome			2018	United States
Environment_Broad_Scale_SD	anthropogenic terrestrial biome	unresolved		unresolved:no deterministic semantic component	classifier_uncertain	admin_review	false	Environment_Broad_Scale_SD should contain broad environmental settings only.	GCA_015589685.1	SAMN12669365	Staphylococcus pseudintermedius	Isolation Source	anthropogenic terrestrial biome [ENVO:01000219]	partial	Canis lupus familiaris	Canis lupus familiaris											anthropogenic terrestrial biome [ENVO:01000219]	clinical/host-associated material	clinical/host-associated material		terrestrial environment	environmental material							anthropogenic terrestrial biome			2018	United States
Environment_Broad_Scale_SD	anthropogenic terrestrial biome	unresolved		unresolved:no deterministic semantic component	classifier_uncertain	admin_review	false	Environment_Broad_Scale_SD should contain broad environmental settings only.	GCA_015589705.1	SAMN12669278	Staphylococcus pseudintermedius	Isolation Source	anthropogenic terrestrial biome [ENVO:01000219]	partial	Felis catus	Felis catus											anthropogenic terrestrial biome [ENVO:01000219]	clinical/host-associated material	clinical/host-associated material		terrestrial environment	environmental material							anthropogenic terrestrial biome			2017	United States
Environment_Broad_Scale_SD	anthropogenic terrestrial biome	unresolved		unresolved:no deterministic semantic component	classifier_uncertain	admin_review	false	Environment_Broad_Scale_SD should contain broad environmental settings only.	GCA_015589725.1	SAMN12669360	Staphylococcus pseudintermedius	Isolation Source	anthropogenic terrestrial biome [ENVO:01000219]	partial	Canis lupus familiaris	Canis lupus familiaris											anthropogenic terrestrial biome [ENVO:01000219]	clinical/host-associated material	clinical/host-associated material		terrestrial environment	environmental material							anthropogenic terrestrial biome			2018	United States
Environment_Broad_Scale_SD	anthropogenic terrestrial biome	unresolved		unresolved:no deterministic semantic component	classifier_uncertain	admin_review	false	Environment_Broad_Scale_SD should contain broad environmental settings only.	GCA_015589785.1	SAMN12669357	Staphylococcus pseudintermedius	Isolation Source	anthropogenic terrestrial biome [ENVO:01000219]	partial	Canis lupus familiaris	Canis lupus familiaris											anthropogenic terrestrial biome [ENVO:01000219]	clinical/host-associated material	clinical/host-associated material		terrestrial environment	environmental material							anthropogenic terrestrial biome			2018	United States
Environment_Broad_Scale_SD	anthropogenic terrestrial biome	unresolved		unresolved:no deterministic semantic component	classifier_uncertain	admin_review	false	Environment_Broad_Scale_SD should contain broad environmental settings only.	GCA_015589865.1	SAMN12669277	Staphylococcus pseudintermedius	Isolation Source	anthropogenic terrestrial biome [ENVO:01000219]	partial	Capra aegagrus hircus	Capra hircus											anthropogenic terrestrial biome [ENVO:01000219]	clinical/host-associated material	clinical/host-associated material		terrestrial environment	environmental material							anthropogenic terrestrial biome			2017	United States
Environment_Broad_Scale_SD	anthropogenic terrestrial biome	unresolved		unresolved:no deterministic semantic component	classifier_uncertain	admin_review	false	Environment_Broad_Scale_SD should contain broad environmental settings only.	GCA_015589885.1	SAMN12669361	Staphylococcus pseudintermedius	Isolation Source	anthropogenic terrestrial biome [ENVO:01000219]	partial	Canis lupus familiaris	Canis lupus familiaris											anthropogenic terrestrial biome [ENVO:01000219]	clinical/host-associated material	clinical/host-associated material		terrestrial environment	environmental material							anthropogenic terrestrial biome			2018	United States
Environment_Broad_Scale_SD	aquatic sediment environment	environment_medium		environment_medium:environmental medium	manual_review	Environment_Medium_SD	true	Environment_Broad_Scale_SD should contain broad environmental settings only.	GCA_000024325.1	SAMN02598459	Desulfohalobium retbaense DSM 5692			unmatched	absent												Saline sediment from Retba Lake in Senegal Africa	environmental material	environmental material								sediment	sediment	aquatic sediment environment	lake		absent	Senegal
Environment_Broad_Scale_SD	aquatic sediment environment	environment_medium		environment_medium:environmental medium	manual_review	Environment_Medium_SD	true	Environment_Broad_Scale_SD should contain broad environmental settings only.	GCA_000147355.1	SAMN00713560	Sulfurimonas autotrophica DSM 16294			unmatched	absent												deep-sea sediments at the Hatoma Knoll in the Mid-Okinawa Trough hydrothermal field	environmental material	environmental material								marine sediment	sediment	aquatic sediment environment			absent	Pacific Ocean
Environment_Broad_Scale_SD	aquatic sediment environment	environment_medium		environment_medium:environmental medium	manual_review	Environment_Medium_SD	true	Environment_Broad_Scale_SD should contain broad environmental settings only.	GCA_000158155.1	SAMN02436223	gamma proteobacterium NOR5-3			unmatched													top oxic layer of a muddy sediment core	environmental material	environmental material		core	environmental/geologic material					sediment	sediment	aquatic sediment environment			absent	Germany
Environment_Broad_Scale_SD	aquatic sediment environment	environment_medium		environment_medium:environmental medium	manual_review	Environment_Medium_SD	true	Environment_Broad_Scale_SD should contain broad environmental settings only.	GCA_000158175.1	SAMN02436313	Luminiphilus syltensis NOR5-1B			unmatched	absent												top oxic layer of a muddy sediment core	environmental material	environmental material		core	environmental/geologic material					sediment	sediment	aquatic sediment environment			absent	Germany
Environment_Broad_Scale_SD	aquatic sediment environment	environment_medium		environment_medium:environmental medium	manual_review	Environment_Medium_SD	true	Environment_Broad_Scale_SD should contain broad environmental settings only.	GCA_000165465.1	SAMN00103629	Halanaerobium praevalens DSM 2228			unmatched	absent												Great Salt Lake sediment	environmental material	environmental material								sediment	sediment	aquatic sediment environment	lake		absent	United States
Environment_Broad_Scale_SD	aquatic sediment environment	environment_medium		environment_medium:environmental medium	manual_review	Environment_Medium_SD	true	Environment_Broad_Scale_SD should contain broad environmental settings only.	GCA_000166415.1	SAMN02232026	Halanaerobium hydrogeniformans			unmatched	absent																						sediment	sediment	aquatic sediment environment			absent	absent
Environment_Broad_Scale_SD	aquatic sediment environment	environment_medium		environment_medium:environmental medium	manual_review	Environment_Medium_SD	true	Environment_Broad_Scale_SD should contain broad environmental settings only.	GCA_000175295.2	SAMN00713580	Thermoanaerobacter brockii subsp. finnii Ako-1			unmatched	absent												lake sediment from Lake Kivu in Africa	environmental material	environmental material								sediment	sediment	aquatic sediment environment	lake		absent	absent
Environment_Broad_Scale_SD	aquatic sediment environment	environment_medium		environment_medium:environmental medium	manual_review	Environment_Medium_SD	true	Environment_Broad_Scale_SD should contain broad environmental settings only.	GCA_000178835.2	SAMN00013959	Cellulosilyticum lentocellum DSM 5427			unmatched	absent												river sediment with paper mill waste	environmental material	environmental material								sediment	sediment	aquatic sediment environment	river		absent	United Kingdom
Environment_Broad_Scale_SD	aquatic sediment environment	environment_medium		environment_medium:environmental medium	manual_review	Environment_Medium_SD	true	Environment_Broad_Scale_SD should contain broad environmental settings only.	GCA_000179555.1	SAMN00103625	Solidesulfovibrio fructosivorans JJ]			unmatched	absent												marine marsh sediment	environmental material	environmental material								sediment	sediment	aquatic sediment environment			absent	United States
Environment_Broad_Scale_SD	aquatic sediment environment	environment_medium		environment_medium:environmental medium	manual_review	Environment_Medium_SD	true	Environment_Broad_Scale_SD should contain broad environmental settings only.	GCA_000183545.3	SAMN00116773	Thermaerobacter subterraneus DSM 13965			unmatched	absent												open drain run-off channel of a bore in the Great Artesian Basin	environmental material	environmental material		drain	built environment					sediment	sediment	aquatic sediment environment	drain	{'Environment_Local_Scale_SD': [{'method': 'source_environment_semantic_completion', 'rule_id': 'SEC-LOCAL-DRAIN', 'evidence': 'destination_blank=true', 'confidence': 'high', 'ruleset_version': 'source_environment_semantic_completion_v1', 'source_raw_field': '', 'source_raw_value': '', 'source_current_field': 'Sample_Type_SD', 'source_current_value': 'drain'}]}	absent	Australia
Environment_Broad_Scale_SD	aquatic sediment environment	environment_medium		environment_medium:environmental medium	manual_review	Environment_Medium_SD	true	Environment_Broad_Scale_SD should contain broad environmental settings only.	GCA_000186885.1	SAMN00713581	Desulfobulbus propionicus DSM 2032			unmatched	absent												freshwater mud	environmental material	environmental material								marine sediment	sediment	aquatic sediment environment			absent	Germany
Environment_Broad_Scale_SD	aquatic sediment environment	environment_medium		environment_medium:environmental medium	manual_review	Environment_Medium_SD	true	Environment_Broad_Scale_SD should contain broad environmental settings only.	GCA_000189775.3	SAMN00204087	Thermoanaerobacterium xylanolyticum LX-11			unmatched	absent												Frying Pan Springs (thermal spring)	environmental material	environmental material								sediment	sediment	aquatic sediment environment			1993	United States
Environment_Broad_Scale_SD	aquatic sediment environment	environment_medium		environment_medium:environmental medium	manual_review	Environment_Medium_SD	true	Environment_Broad_Scale_SD should contain broad environmental settings only.	GCA_000204605.2	SAMN02470039	Streptomyces griseoaurantiacus M045			unmatched	absent												marine sediment	environmental material	environmental material								marine sediment	sediment	aquatic sediment environment			absent	absent
Environment_Broad_Scale_SD	aquatic sediment environment	environment_medium		environment_medium:environmental medium	manual_review	Environment_Medium_SD	true	Environment_Broad_Scale_SD should contain broad environmental settings only.	GCA_000212355.1	SAMN00713609	Dokdonia sp. 4H-3-7-5			unmatched	absent																						sediment	sediment	aquatic sediment environment			absent	absent
Environment_Broad_Scale_SD	aquatic sediment environment	environment_medium		environment_medium:environmental medium	manual_review	Environment_Medium_SD	true	Environment_Broad_Scale_SD should contain broad environmental settings only.	GCA_000215935.3	SAMN02472186	Haloplasma contractile SSD-17B			unmatched	absent												sediment-brine interface of the Shaban Deep in the Red Sea	environmental material	environmental material								sediment	sediment	aquatic sediment environment			absent	Saudi Arabia
Environment_Broad_Scale_SD	aquatic sediment environment	environment_medium		environment_medium:environmental medium	manual_review	Environment_Medium_SD	true	Environment_Broad_Scale_SD should contain broad environmental settings only.	GCA_000220705.2	SAMN02469701	Streptomyces xinghaiensis S187			unmatched	absent												marine sediment	environmental material	environmental material								marine sediment	sediment	aquatic sediment environment			absent	China
Environment_Broad_Scale_SD	aquatic sediment environment	environment_medium		environment_medium:environmental medium	manual_review	Environment_Medium_SD	true	Environment_Broad_Scale_SD should contain broad environmental settings only.	GCA_000224515.2	SAMN02471585	Desulfosporosinus sp. OT			unmatched	absent												isolated from the sediment in the Norilsk hydrometallurgy tailings dam	environmental material	environmental material								sediment	sediment	aquatic sediment environment			absent	absent
Environment_Broad_Scale_SD	aquatic sediment environment	environment_medium		environment_medium:environmental medium	manual_review	Environment_Medium_SD	true	Environment_Broad_Scale_SD should contain broad environmental settings only.	GCA_000230935.2	SAMN02256528	Mycolicibacterium rhodesiae JS60			unmatched	absent																						sediment	sediment	aquatic sediment environment			2000	United States
Environment_Broad_Scale_SD	aquatic sediment environment	environment_medium		environment_medium:environmental medium	manual_review	Environment_Medium_SD	true	Environment_Broad_Scale_SD should contain broad environmental settings only.	GCA_000231405.3	SAMN02261393	Desulfitobacterium metallireducens DSM 15288			unmatched	absent												Aquifer sediment (uranium-contaminated)	environmental material	environmental material								sediment	sediment	aquatic sediment environment			2002	United States
Environment_Broad_Scale_SD	aquatic sediment environment	environment_medium		environment_medium:environmental medium	manual_review	Environment_Medium_SD	true	Environment_Broad_Scale_SD should contain broad environmental settings only.	GCA_000233695.3	SAMN02261381	Desulfobacter postgatei 2ac9			unmatched	absent												anaerobic sediment of brackish water ditch near Jadebusen, North Sea, Germany	environmental material	environmental material								sediment	sediment	aquatic sediment environment			1981	Germany
Environment_Broad_Scale_SD	built/urban environment	unresolved		unresolved:no deterministic semantic component	classifier_uncertain	admin_review	false	Environment_Broad_Scale_SD should contain broad environmental settings only.	GCA_000183965.1	SAMN01909079	Listeria seeligeri FSL S4-171	Isolation Source	urban environment	partial	absent												urban environment	environmental material	environmental material								wastewater	water	built/urban environment	urban area	{'Environment_Medium_SD': [{'method': 'source_environment_semantic_completion', 'rule_id': 'SEC-MEDIUM-WASTEWATER', 'evidence': 'destination_same=true', 'confidence': 'high', 'ruleset_version': 'source_environment_semantic_completion_v1', 'source_raw_field': 'Environment_Medium_SD', 'source_raw_value': 'wastewater', 'source_current_field': 'Environment_Medium_SD', 'source_current_value': 'wastewater'}]}	2001	United States
Environment_Broad_Scale_SD	built/urban environment	unresolved		unresolved:no deterministic semantic component	classifier_uncertain	admin_review	false	Environment_Broad_Scale_SD should contain broad environmental settings only.	GCA_000298535.2	SAMN02604213	Chlamydia psittaci CP3			unmatched	Columba livia	Columba livia											urban pigeon	urban pigeon											built/urban environment	urban area		1957	United States
Environment_Broad_Scale_SD	built/urban environment	unresolved		unresolved:no deterministic semantic component	classifier_uncertain	admin_review	false	Environment_Broad_Scale_SD should contain broad environmental settings only.	GCA_000688675.1	SAMN02712572	Lonsdalea quercina subsp. quercina			unmatched	Quercus palustris	Quercus palustris											urban location	urban location		missing									built/urban environment	urban area		2010	United States
Environment_Broad_Scale_SD	built/urban environment	unresolved		unresolved:no deterministic semantic component	classifier_uncertain	admin_review	false	Environment_Broad_Scale_SD should contain broad environmental settings only.	GCA_000688695.1	SAMN02712573	Lonsdalea quercina subsp. quercina			unmatched	Quercus rubra	Quercus rubra											urban location	urban location		missing									built/urban environment	urban area		2011	United States
Environment_Broad_Scale_SD	built/urban environment	unresolved		unresolved:no deterministic semantic component	classifier_uncertain	admin_review	false	Environment_Broad_Scale_SD should contain broad environmental settings only.	GCA_000982575.1	SAMEA3158465	Elizabethkingia anophelis PW2806			unmatched	human	Homo sapiens												feces/stool	feces/stool				feces/stool		feces/stool				built/urban environment	gut/fecal local context	{'Sample_Material_SD': [{'method': 'source_environment_semantic_completion', 'rule_id': 'SEC-MATERIAL-FECES', 'evidence': 'destination_blank=true', 'confidence': 'high', 'ruleset_version': 'source_environment_semantic_completion_v1', 'source_raw_field': '', 'source_raw_value': '', 'source_current_field': 'Isolation_Source_SD', 'source_current_value': 'feces/stool'}], 'Host_Anatomical_Material_SD': [{'method': 'source_environment_semantic_completion', 'rule_id': 'SEC-ANAT-MATERIAL-FECES', 'evidence': 'destination_blank=true', 'confidence': 'medium', 'ruleset_version': 'source_environment_semantic_completion_v1', 'source_raw_field': '', 'source_raw_value': '', 'source_current_field': 'Isolation_Source_SD', 'source_current_value': 'feces/stool'}]}	absent	United States
Environment_Broad_Scale_SD	built/urban environment	unresolved		unresolved:no deterministic semantic component	classifier_uncertain	admin_review	false	Environment_Broad_Scale_SD should contain broad environmental settings only.	GCA_001006135.1	SAMN03196557	Pseudomonas putida	Isolation Source	urban	partial	absent												urban	urban											built/urban environment	urban area		2009	United States
Environment_Broad_Scale_SD	built/urban environment	unresolved		unresolved:no deterministic semantic component	classifier_uncertain	admin_review	false	Environment_Broad_Scale_SD should contain broad environmental settings only.	GCA_001039715.1	SAMEA3158463	Bifidobacterium animalis subsp. animalis IM386			unmatched	human	Homo sapiens												feces/stool	feces/stool				feces/stool		feces/stool				built/urban environment	gut/fecal local context	{'Sample_Material_SD': [{'method': 'source_environment_semantic_completion', 'rule_id': 'SEC-MATERIAL-FECES', 'evidence': 'destination_blank=true', 'confidence': 'high', 'ruleset_version': 'source_environment_semantic_completion_v1', 'source_raw_field': '', 'source_raw_value': '', 'source_current_field': 'Isolation_Source_SD', 'source_current_value': 'feces/stool'}], 'Host_Anatomical_Material_SD': [{'method': 'source_environment_semantic_completion', 'rule_id': 'SEC-ANAT-MATERIAL-FECES', 'evidence': 'destination_blank=true', 'confidence': 'medium', 'ruleset_version': 'source_environment_semantic_completion_v1', 'source_raw_field': '', 'source_raw_value': '', 'source_current_field': 'Isolation_Source_SD', 'source_current_value': 'feces/stool'}]}	absent	United States
Environment_Broad_Scale_SD	built/urban environment	unresolved		unresolved:no deterministic semantic component	classifier_uncertain	admin_review	false	Environment_Broad_Scale_SD should contain broad environmental settings only.	GCA_001039735.1	SAMEA3158477	Limosilactobacillus fermentum L930BB			unmatched	human	Homo sapiens												feces/stool	feces/stool				feces/stool		feces/stool				built/urban environment	gut/fecal local context	{'Sample_Material_SD': [{'method': 'source_environment_semantic_completion', 'rule_id': 'SEC-MATERIAL-FECES', 'evidence': 'destination_blank=true', 'confidence': 'high', 'ruleset_version': 'source_environment_semantic_completion_v1', 'source_raw_field': '', 'source_raw_value': '', 'source_current_field': 'Isolation_Source_SD', 'source_current_value': 'feces/stool'}], 'Host_Anatomical_Material_SD': [{'method': 'source_environment_semantic_completion', 'rule_id': 'SEC-ANAT-MATERIAL-FECES', 'evidence': 'destination_blank=true', 'confidence': 'medium', 'ruleset_version': 'source_environment_semantic_completion_v1', 'source_raw_field': '', 'source_raw_value': '', 'source_current_field': 'Isolation_Source_SD', 'source_current_value': 'feces/stool'}]}	absent	United States
Environment_Broad_Scale_SD	built/urban environment	unresolved		unresolved:no deterministic semantic component	classifier_uncertain	admin_review	false	Environment_Broad_Scale_SD should contain broad environmental settings only.	GCA_001040905.1	SAMN03218484	Streptomyces sp. PBH53			unmatched	absent												Floor of Campus transit station	clinical/host-associated material	clinical/host-associated material	monoisolate	pure/single culture	culture							built/urban environment			2010	Canada
Environment_Broad_Scale_SD	built/urban environment	unresolved		unresolved:no deterministic semantic component	classifier_uncertain	admin_review	false	Environment_Broad_Scale_SD should contain broad environmental settings only.	GCA_001050995.1	SAMEA3158502	Ralstonia solanacearum IPO1609			unmatched	human	Homo sapiens												feces/stool	feces/stool				feces/stool		feces/stool				built/urban environment	gut/fecal local context	{'Sample_Material_SD': [{'method': 'source_environment_semantic_completion', 'rule_id': 'SEC-MATERIAL-FECES', 'evidence': 'destination_blank=true', 'confidence': 'high', 'ruleset_version': 'source_environment_semantic_completion_v1', 'source_raw_field': '', 'source_raw_value': '', 'source_current_field': 'Isolation_Source_SD', 'source_current_value': 'feces/stool'}], 'Host_Anatomical_Material_SD': [{'method': 'source_environment_semantic_completion', 'rule_id': 'SEC-ANAT-MATERIAL-FECES', 'evidence': 'destination_blank=true', 'confidence': 'medium', 'ruleset_version': 'source_environment_semantic_completion_v1', 'source_raw_field': '', 'source_raw_value': '', 'source_current_field': 'Isolation_Source_SD', 'source_current_value': 'feces/stool'}]}	absent	United States
Environment_Broad_Scale_SD	built/urban environment	unresolved		unresolved:no deterministic semantic component	classifier_uncertain	admin_review	false	Environment_Broad_Scale_SD should contain broad environmental settings only.	GCA_001051015.2	SAMEA3158508	Bifidobacterium longum subsp. infantis			unmatched	human	Homo sapiens												feces/stool	feces/stool				feces/stool		feces/stool				built/urban environment	gut/fecal local context	{'Sample_Material_SD': [{'method': 'source_environment_semantic_completion', 'rule_id': 'SEC-MATERIAL-FECES', 'evidence': 'destination_blank=true', 'confidence': 'high', 'ruleset_version': 'source_environment_semantic_completion_v1', 'source_raw_field': '', 'source_raw_value': '', 'source_current_field': 'Isolation_Source_SD', 'source_current_value': 'feces/stool'}], 'Host_Anatomical_Material_SD': [{'method': 'source_environment_semantic_completion', 'rule_id': 'SEC-ANAT-MATERIAL-FECES', 'evidence': 'destination_blank=true', 'confidence': 'medium', 'ruleset_version': 'source_environment_semantic_completion_v1', 'source_raw_field': '', 'source_raw_value': '', 'source_current_field': 'Isolation_Source_SD', 'source_current_value': 'feces/stool'}]}	absent	United States
Environment_Broad_Scale_SD	built/urban environment	unresolved		unresolved:no deterministic semantic component	classifier_uncertain	admin_review	false	Environment_Broad_Scale_SD should contain broad environmental settings only.	GCA_001368735.1	SAMEA3158499	Lacticaseibacillus rhamnosus			unmatched	human	Homo sapiens												feces/stool	feces/stool				feces/stool		feces/stool				built/urban environment	gut/fecal local context	{'Sample_Material_SD': [{'method': 'source_environment_semantic_completion', 'rule_id': 'SEC-MATERIAL-FECES', 'evidence': 'destination_blank=true', 'confidence': 'high', 'ruleset_version': 'source_environment_semantic_completion_v1', 'source_raw_field': '', 'source_raw_value': '', 'source_current_field': 'Isolation_Source_SD', 'source_current_value': 'feces/stool'}], 'Host_Anatomical_Material_SD': [{'method': 'source_environment_semantic_completion', 'rule_id': 'SEC-ANAT-MATERIAL-FECES', 'evidence': 'destination_blank=true', 'confidence': 'medium', 'ruleset_version': 'source_environment_semantic_completion_v1', 'source_raw_field': '', 'source_raw_value': '', 'source_current_field': 'Isolation_Source_SD', 'source_current_value': 'feces/stool'}]}	absent	United States
Environment_Broad_Scale_SD	built/urban environment	unresolved		unresolved:no deterministic semantic component	classifier_uncertain	admin_review	false	Environment_Broad_Scale_SD should contain broad environmental settings only.	GCA_001368755.1	SAMEA3158475	Limosilactobacillus fermentum			unmatched	human	Homo sapiens												feces/stool	feces/stool				feces/stool		feces/stool				built/urban environment	gut/fecal local context	{'Sample_Material_SD': [{'method': 'source_environment_semantic_completion', 'rule_id': 'SEC-MATERIAL-FECES', 'evidence': 'destination_blank=true', 'confidence': 'high', 'ruleset_version': 'source_environment_semantic_completion_v1', 'source_raw_field': '', 'source_raw_value': '', 'source_current_field': 'Isolation_Source_SD', 'source_current_value': 'feces/stool'}], 'Host_Anatomical_Material_SD': [{'method': 'source_environment_semantic_completion', 'rule_id': 'SEC-ANAT-MATERIAL-FECES', 'evidence': 'destination_blank=true', 'confidence': 'medium', 'ruleset_version': 'source_environment_semantic_completion_v1', 'source_raw_field': '', 'source_raw_value': '', 'source_current_field': 'Isolation_Source_SD', 'source_current_value': 'feces/stool'}]}	absent	United States
Environment_Broad_Scale_SD	built/urban environment	unresolved		unresolved:no deterministic semantic component	classifier_uncertain	admin_review	false	Environment_Broad_Scale_SD should contain broad environmental settings only.	GCA_001368775.1	SAMEA3158485	Lactiplantibacillus plantarum			unmatched	human	Homo sapiens												feces/stool	feces/stool				feces/stool		feces/stool				built/urban environment	gut/fecal local context	{'Sample_Material_SD': [{'method': 'source_environment_semantic_completion', 'rule_id': 'SEC-MATERIAL-FECES', 'evidence': 'destination_blank=true', 'confidence': 'high', 'ruleset_version': 'source_environment_semantic_completion_v1', 'source_raw_field': '', 'source_raw_value': '', 'source_current_field': 'Isolation_Source_SD', 'source_current_value': 'feces/stool'}], 'Host_Anatomical_Material_SD': [{'method': 'source_environment_semantic_completion', 'rule_id': 'SEC-ANAT-MATERIAL-FECES', 'evidence': 'destination_blank=true', 'confidence': 'medium', 'ruleset_version': 'source_environment_semantic_completion_v1', 'source_raw_field': '', 'source_raw_value': '', 'source_current_field': 'Isolation_Source_SD', 'source_current_value': 'feces/stool'}]}	absent	United States
Environment_Broad_Scale_SD	built/urban environment	unresolved		unresolved:no deterministic semantic component	classifier_uncertain	admin_review	false	Environment_Broad_Scale_SD should contain broad environmental settings only.	GCA_001368935.1	SAMEA3158492	Novosphingobium sp. KN65.2			unmatched	human	Homo sapiens												feces/stool	feces/stool				feces/stool		feces/stool				built/urban environment	gut/fecal local context	{'Sample_Material_SD': [{'method': 'source_environment_semantic_completion', 'rule_id': 'SEC-MATERIAL-FECES', 'evidence': 'destination_blank=true', 'confidence': 'high', 'ruleset_version': 'source_environment_semantic_completion_v1', 'source_raw_field': '', 'source_raw_value': '', 'source_current_field': 'Isolation_Source_SD', 'source_current_value': 'feces/stool'}], 'Host_Anatomical_Material_SD': [{'method': 'source_environment_semantic_completion', 'rule_id': 'SEC-ANAT-MATERIAL-FECES', 'evidence': 'destination_blank=true', 'confidence': 'medium', 'ruleset_version': 'source_environment_semantic_completion_v1', 'source_raw_field': '', 'source_raw_value': '', 'source_current_field': 'Isolation_Source_SD', 'source_current_value': 'feces/stool'}]}	absent	United States
Environment_Broad_Scale_SD	built/urban environment	unresolved		unresolved:no deterministic semantic component	classifier_uncertain	admin_review	false	Environment_Broad_Scale_SD should contain broad environmental settings only.	GCA_001465255.1	SAMN02910228	Paenibacillus naphthalenovorans			unmatched	absent												soil	environmental material	environmental material	missing							soil	soil	built/urban environment			2010	United States
Environment_Broad_Scale_SD	built/urban environment	unresolved		unresolved:no deterministic semantic component	classifier_uncertain	admin_review	false	Environment_Broad_Scale_SD should contain broad environmental settings only.	GCA_001465275.1	SAMN02910217	Paenibacillus sp. 32O-W			unmatched	absent												soil	environmental material	environmental material	missing							soil	soil	built/urban environment			2010	United States
Environment_Broad_Scale_SD	built/urban environment	unresolved		unresolved:no deterministic semantic component	classifier_uncertain	admin_review	false	Environment_Broad_Scale_SD should contain broad environmental settings only.	GCA_001547815.1	SAMD00000328	Streptococcus pyogenes			unmatched	absent												urban biome	urban biome											built/urban environment	urban area		2011	Japan
Environment_Broad_Scale_SD	built/urban environment	unresolved		unresolved:no deterministic semantic component	classifier_uncertain	admin_review	false	Environment_Broad_Scale_SD should contain broad environmental settings only.	GCA_001547835.1	SAMD00000332	Streptococcus pyogenes			unmatched	absent												urban biome	urban biome											built/urban environment	urban area		2011	Japan
Environment_Broad_Scale_SD	built/urban environment	unresolved		unresolved:no deterministic semantic component	classifier_uncertain	admin_review	false	Environment_Broad_Scale_SD should contain broad environmental settings only.	GCA_002042905.1	SAMN06309877	Geobacillus sp. LEMMY01			unmatched	absent												soil under burning vegetal waste	environmental material	environmental material								soil	soil	built/urban environment			2013	Brazil
Environment_Broad_Scale_SD	clinical/host-associated material	source_context		source_context:clinical or host-associated source context	manual_review	Isolation_Source_SD	true	Environment_Broad_Scale_SD should contain broad environmental settings only.	GCA_000025085.1	SAMN02603957	Staphylococcus lugdunensis HKU09-01			unmatched	Homo sapiens	Homo sapiens											clinical specimen	clinical/host-associated material	clinical/host-associated material		clinical sample	clinical/host-associated material							clinical/host-associated material			absent	Hong Kong
Environment_Broad_Scale_SD	clinical/host-associated material	source_context		source_context:clinical or host-associated source context	manual_review	Isolation_Source_SD	true	Environment_Broad_Scale_SD should contain broad environmental settings only.	GCA_000152065.3	SAMN02603739	Corynebacterium pseudotuberculosis I19			unmatched	bovine	Bos taurus		mastitis	diseased								mastitis abscess from cow with severe clinical mastitis in two quarters	clinical/host-associated material	clinical/host-associated material		clinical sample	clinical/host-associated material				abscess			clinical/host-associated material			absent	Israel
