field	standardized_value	primary_semantic_class	secondary_semantic_classes	semantic_components	confidence	field_compatibility	additive_destinations	remove_from_current_field	review_required	action_class	row_count	reason	expected_semantic_classes
Environment_Broad_Scale_SD	host-associated environment	environment_broad_scale	host_context|source_context	environment_broad_scale:broad environmental setting|host_context:host-associated context|source_context:broad source context	medium	compatible_composite	Host_Context_SD|Isolation_Source_SD	false	true	composite_requires_split	19347	environment_broad_scale:broad environmental setting; host_context:host-associated context; source_context:broad source context	environment_broad_scale
Isolation_Site_SD	skin/body surface	anatomical_site	environment_local_scale	anatomical_site:anatomical site or plant part|environment_local_scale:local environmental or facility feature	medium	compatible_composite	Host_Anatomical_Site_SD|Environment_Local_Scale_SD	false	true	composite_requires_split	19165	anatomical_site:anatomical site or plant part; environment_local_scale:local environmental or facility feature	anatomical_site
Host_Anatomical_Site_SD	skin/body surface	anatomical_site	environment_local_scale	anatomical_site:anatomical site or plant part|environment_local_scale:local environmental or facility feature	medium	compatible_composite	Isolation_Site_SD|Environment_Local_Scale_SD	false	true	composite_requires_split	18793	anatomical_site:anatomical site or plant part; environment_local_scale:local environmental or facility feature	anatomical_site
Isolation_Source_SD_Broad	plant-associated material	source_context	host_context|sampling_context|sample_material	source_context:plant-associated material|host_context:plant-associated|sampling_context:plant-associated|sample_material:plant material	high	compatible_composite	Isolation_Source_SD|Host_Context_SD|Sampling_Context_SD|Sample_Material_SD|Sample_Type_SD	false	true	composite_requires_split	17656	source_context:plant-associated material; host_context:plant-associated; sampling_context:plant-associated; sample_material:plant material	anatomical_material|environment_broad_scale|environment_medium|food_commodity|host_context|sample_material|source_context
Isolation_Source_SD	plant-associated material	source_context	host_context|sampling_context|sample_material	source_context:plant-associated material|host_context:plant-associated|sampling_context:plant-associated|sample_material:plant material	high	compatible_composite	Host_Context_SD|Sampling_Context_SD|Sample_Material_SD|Sample_Type_SD	false	true	composite_requires_split	17612	source_context:plant-associated material; host_context:plant-associated; sampling_context:plant-associated; sample_material:plant material	anatomical_material|environment_broad_scale|environment_local_scale|environment_medium|food_commodity|host_context|sample_material|source_context
Environment_Medium_SD	lake water	environment_medium	environment_local_scale	environment_medium:environmental medium|environment_local_scale:local environmental or facility feature	medium	compatible_composite	Environment_Local_Scale_SD	false	true	composite_requires_split	17515	environment_medium:environmental medium; environment_local_scale:local environmental or facility feature	environment_medium
Environment_Broad_Scale_SD	host-associated gut environment	environment_broad_scale	host_context	environment_broad_scale:host-associated gut environment|host_context:host-associated	high	compatible_composite	Host_Context_SD	false	true	composite_requires_split	17028	environment_broad_scale:host-associated gut environment; host_context:host-associated	environment_broad_scale
Environment_Broad_Scale_SD	plant-associated environment	environment_broad_scale	host_context	environment_broad_scale:broad environmental setting|host_context:host-associated context	medium	compatible_composite	Host_Context_SD	false	true	composite_requires_split	15467	environment_broad_scale:broad environmental setting; host_context:host-associated context	environment_broad_scale
Isolation_Site_SD	organ/tissue site	anatomical_site	sample_material	sample_material:physical specimen/material|anatomical_site:anatomical site or plant part	medium	compatible_composite	Host_Anatomical_Site_SD|Sample_Material_SD|Sample_Type_SD	false	true	composite_requires_split	15402	sample_material:physical specimen/material; anatomical_site:anatomical site or plant part	anatomical_site
Sample_Type_SD	poultry meat	food_commodity	host_context	food_commodity:explicit food or commodity context|host_context:host-associated context	medium	compatible_composite	Isolation_Source_SD|Host_Context_SD	false	true	composite_requires_split	12496	food_commodity:explicit food or commodity context; host_context:host-associated context	collection_device|data_product|food_commodity|sample_entity|sample_material|sample_processing|sampling_context
Sample_Type_SD	single cell	sample_entity	sample_processing	sample_entity:single cell|sample_processing:single-cell preparation	high	compatible_composite	Sample_Entity_SD|Sample_Processing_SD	false	true	composite_requires_split	11833	sample_entity:single cell; sample_processing:single-cell preparation	collection_device|data_product|food_commodity|sample_entity|sample_material|sample_processing|sampling_context
Sample_Type_SD_Broad	single cell	sample_entity	sample_processing	sample_entity:single cell|sample_processing:single-cell preparation	high	compatible_composite	Sample_Entity_SD|Sample_Type_SD|Sample_Processing_SD	false	true	composite_requires_split	11833	sample_entity:single cell; sample_processing:single-cell preparation	collection_device|data_product|food_commodity|sample_entity|sample_material|sample_processing|sampling_context|source_context
Sample_Type_SD	microbial isolate	sample_entity	sample_processing	sample_entity:microbial isolate|sample_processing:isolated	high	compatible_composite	Sample_Entity_SD|Sample_Processing_SD	false	true	composite_requires_split	11428	sample_entity:microbial isolate; sample_processing:isolated	collection_device|data_product|food_commodity|sample_entity|sample_material|sample_processing|sampling_context
Sample_Type_SD_Broad	culture/isolate	sample_entity	sample_processing	sample_entity:sample entity or biological material form|sample_processing:processing or molecular preparation	medium	compatible_composite	Sample_Entity_SD|Sample_Type_SD|Sample_Processing_SD	false	true	composite_requires_split	11428	sample_entity:sample entity or biological material form; sample_processing:processing or molecular preparation	collection_device|data_product|food_commodity|sample_entity|sample_material|sample_processing|sampling_context|source_context
Sample_Type_SD	respiratory sample	sampling_context	anatomical_site	sampling_context:sampling context|sampling_context:respiratory sample|anatomical_site:respiratory tract	medium	compatible_composite	Sampling_Context_SD|Host_Anatomical_Site_SD|Isolation_Site_SD	false	true	composite_requires_split	10983	sampling_context:sampling context; sampling_context:respiratory sample; anatomical_site:respiratory tract	collection_device|data_product|food_commodity|sample_entity|sample_material|sample_processing|sampling_context
Isolation_Source_SD	blood	sample_material	anatomical_material	sample_material:physical specimen/material|anatomical_material:host anatomical material	medium	compatible_composite	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD	false	true	composite_requires_split	9729	sample_material:physical specimen/material; anatomical_material:host anatomical material	anatomical_material|environment_broad_scale|environment_local_scale|environment_medium|food_commodity|host_context|sample_material|source_context
Sample_Type_SD_Broad	respiratory sample	sampling_context	anatomical_site	sampling_context:sampling context|sampling_context:respiratory sample|anatomical_site:respiratory tract	medium	compatible_composite	Sampling_Context_SD|Host_Anatomical_Site_SD|Isolation_Site_SD	false	true	composite_requires_split	7542	sampling_context:sampling context; sampling_context:respiratory sample; anatomical_site:respiratory tract	collection_device|data_product|food_commodity|sample_entity|sample_material|sample_processing|sampling_context|source_context
Isolation_Site_SD	leaf tissue	anatomical_site	sample_material	sample_material:physical specimen/material|anatomical_site:anatomical site or plant part	medium	compatible_composite	Host_Anatomical_Site_SD|Sample_Material_SD|Sample_Type_SD	false	true	composite_requires_split	6701	sample_material:physical specimen/material; anatomical_site:anatomical site or plant part	anatomical_site
Environment_Medium_SD	river water	environment_medium	environment_local_scale	environment_medium:environmental medium|environment_local_scale:local environmental or facility feature	medium	compatible_composite	Environment_Local_Scale_SD	false	true	composite_requires_split	6305	environment_medium:environmental medium; environment_local_scale:local environmental or facility feature	environment_medium
Sample_Type_SD	cerebrospinal fluid	sample_material	anatomical_material	sample_material:cerebrospinal fluid|anatomical_material:host anatomical material	high	compatible_composite	Sample_Material_SD|Host_Anatomical_Material_SD	false	true	composite_requires_split	6204	sample_material:cerebrospinal fluid; anatomical_material:host anatomical material	collection_device|data_product|food_commodity|sample_entity|sample_material|sample_processing|sampling_context
Sample_Type_SD	nasal swab	sample_material	collection_device|anatomical_site	collection_device:collection device|anatomical_site:anatomical site or plant part|sample_material:swab specimen|collection_device:swab	medium	compatible_composite	Sample_Material_SD|Sample_Collection_Device_SD|Host_Anatomical_Site_SD|Isolation_Site_SD	false	true	composite_requires_split	5989	collection_device:collection device; anatomical_site:anatomical site or plant part; sample_material:swab specimen; collection_device:swab	collection_device|data_product|food_commodity|sample_entity|sample_material|sample_processing|sampling_context
Sample_Type_SD	swab	sample_material	collection_device	sample_material:swab specimen|collection_device:swab	high	compatible_composite	Sample_Material_SD|Sample_Collection_Device_SD	false	true	composite_requires_split	5503	sample_material:swab specimen; collection_device:swab	collection_device|data_product|food_commodity|sample_entity|sample_material|sample_processing|sampling_context
Sample_Type_SD	pure/single culture	sample_entity	sample_processing	sample_entity:culture entity|sample_processing:pure/single culture	high	compatible_composite	Sample_Entity_SD|Sample_Processing_SD	false	true	composite_requires_split	5271	sample_entity:culture entity; sample_processing:pure/single culture	collection_device|data_product|food_commodity|sample_entity|sample_material|sample_processing|sampling_context
Host_Anatomical_Material_SD	cerebrospinal fluid	anatomical_material	sample_material	sample_material:cerebrospinal fluid|anatomical_material:host anatomical material	high	compatible_composite	Sample_Material_SD|Sample_Type_SD	false	true	composite_requires_split	5264	sample_material:cerebrospinal fluid; anatomical_material:host anatomical material	anatomical_material
Sample_Material_SD	cerebrospinal fluid	sample_material	anatomical_material	sample_material:cerebrospinal fluid|anatomical_material:host anatomical material	high	compatible_composite	Sample_Type_SD|Host_Anatomical_Material_SD	false	true	composite_requires_split	5264	sample_material:cerebrospinal fluid; anatomical_material:host anatomical material	sample_material
Sample_Type_SD	mixed culture	sample_entity	sample_processing	sample_entity:mixed culture|sample_processing:mixed culture	high	compatible_composite	Sample_Entity_SD|Sample_Processing_SD	false	true	composite_requires_split	4790	sample_entity:mixed culture; sample_processing:mixed culture	collection_device|data_product|food_commodity|sample_entity|sample_material|sample_processing|sampling_context
Sample_Type_SD	bacterial culture	sample_entity	sample_processing	sample_entity:bacterial culture|sample_processing:cultured	high	compatible_composite	Sample_Entity_SD|Sample_Processing_SD	false	true	composite_requires_split	4744	sample_entity:bacterial culture; sample_processing:cultured	collection_device|data_product|food_commodity|sample_entity|sample_material|sample_processing|sampling_context
Environment_Medium_SD	manure	environment_medium	sample_material	sample_material:manure/fecal material|environment_medium:agricultural organic material	high	compatible_composite	Sample_Material_SD|Sample_Type_SD	false	true	composite_requires_split	4625	sample_material:manure/fecal material; environment_medium:agricultural organic material	environment_medium
Sample_Material_SD	manure/fecal material	sample_material	environment_medium	sample_material:physical specimen/material|environment_medium:environmental medium	medium	compatible_composite	Sample_Type_SD|Environment_Medium_SD	false	true	composite_requires_split	4577	sample_material:physical specimen/material; environment_medium:environmental medium	sample_material
Sample_Material_SD	bronchoalveolar lavage fluid	sample_material	collection_method|anatomical_site	sample_material:lavage fluid|collection_method:bronchoalveolar lavage|anatomical_site:lower respiratory tract	high	compatible_composite	Sample_Type_SD|Sample_Collection_Method_SD|Host_Anatomical_Site_SD|Isolation_Site_SD	false	true	composite_requires_split	4500	sample_material:lavage fluid; collection_method:bronchoalveolar lavage; anatomical_site:lower respiratory tract	sample_material
Sample_Type_SD	bronchoalveolar lavage fluid	sample_material	collection_method|anatomical_site	sample_material:lavage fluid|collection_method:bronchoalveolar lavage|anatomical_site:lower respiratory tract	high	compatible_composite	Sample_Material_SD|Sample_Collection_Method_SD|Host_Anatomical_Site_SD|Isolation_Site_SD	false	true	composite_requires_split	4500	sample_material:lavage fluid; collection_method:bronchoalveolar lavage; anatomical_site:lower respiratory tract	collection_device|data_product|food_commodity|sample_entity|sample_material|sample_processing|sampling_context
Sample_Type_SD	perianal/anal swab	collection_device	anatomical_site	collection_device:collection device|anatomical_site:anatomical site or plant part	medium	compatible_composite	Sample_Collection_Device_SD|Host_Anatomical_Site_SD|Isolation_Site_SD	false	true	composite_requires_split	4462	collection_device:collection device; anatomical_site:anatomical site or plant part	collection_device|data_product|food_commodity|sample_entity|sample_material|sample_processing|sampling_context
Isolation_Source_SD	plant/produce food product	food_commodity	host_context	food_commodity:explicit food or commodity context|host_context:host-associated context	medium	compatible_composite	Sample_Type_SD|Host_Context_SD	false	true	composite_requires_split	4398	food_commodity:explicit food or commodity context; host_context:host-associated context	anatomical_material|environment_broad_scale|environment_local_scale|environment_medium|food_commodity|host_context|sample_material|source_context
Sample_Type_SD_Broad	plant-associated material	sample_material	source_context|host_context|sampling_context	source_context:plant-associated material|host_context:plant-associated|sampling_context:plant-associated|sample_material:plant material	high	compatible_composite	Sample_Material_SD|Sample_Type_SD|Isolation_Source_SD|Host_Context_SD|Sampling_Context_SD	false	true	composite_requires_split	4349	source_context:plant-associated material; host_context:plant-associated; sampling_context:plant-associated; sample_material:plant material	collection_device|data_product|food_commodity|sample_entity|sample_material|sample_processing|sampling_context|source_context
Isolation_Site_SD	abscess	anatomical_site	sample_material|disease	sample_material:abscess material|anatomical_site:abscess/lesion site|disease:disease manifestation	medium	compatible_composite	Host_Anatomical_Site_SD|Sample_Material_SD|Sample_Type_SD|Host_Disease_SD	false	true	composite_requires_split	4086	sample_material:abscess material; anatomical_site:abscess/lesion site; disease:disease manifestation	anatomical_site
Sample_Type_SD	manure	sample_material	environment_medium	sample_material:manure/fecal material|environment_medium:agricultural organic material	high	compatible_composite	Sample_Material_SD|Environment_Medium_SD	false	true	composite_requires_split	4019	sample_material:manure/fecal material; environment_medium:agricultural organic material	collection_device|data_product|food_commodity|sample_entity|sample_material|sample_processing|sampling_context
Sample_Type_SD	abscess	sample_material	anatomical_site|disease	sample_material:abscess material|anatomical_site:abscess/lesion site|disease:disease manifestation	medium	compatible_composite	Sample_Material_SD|Host_Anatomical_Site_SD|Isolation_Site_SD|Host_Disease_SD	false	true	composite_requires_split	3995	sample_material:abscess material; anatomical_site:abscess/lesion site; disease:disease manifestation	collection_device|data_product|food_commodity|sample_entity|sample_material|sample_processing|sampling_context
Isolation_Site_SD	gut content	anatomical_site	sample_material|anatomical_material	sample_material:gut/intestinal content|anatomical_material:host anatomical material|anatomical_site:gastrointestinal tract	high	compatible_composite	Host_Anatomical_Site_SD|Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD	false	true	composite_requires_split	3257	sample_material:gut/intestinal content; anatomical_material:host anatomical material; anatomical_site:gastrointestinal tract	anatomical_site
Environment_Medium_SD	surface water	environment_medium	environment_local_scale	environment_medium:environmental medium|environment_local_scale:local environmental or facility feature	medium	compatible_composite	Environment_Local_Scale_SD	false	true	composite_requires_split	2882	environment_medium:environmental medium; environment_local_scale:local environmental or facility feature	environment_medium
Host_Anatomical_Material_SD	pus/purulent material	anatomical_material	sample_material	sample_material:physical specimen/material|anatomical_material:host anatomical material	medium	compatible_composite	Sample_Material_SD|Sample_Type_SD	false	true	composite_requires_split	2645	sample_material:physical specimen/material; anatomical_material:host anatomical material	anatomical_material
Sample_Material_SD	pus/purulent material	sample_material	anatomical_material	sample_material:physical specimen/material|anatomical_material:host anatomical material	medium	compatible_composite	Sample_Type_SD|Host_Anatomical_Material_SD	false	true	composite_requires_split	2645	sample_material:physical specimen/material; anatomical_material:host anatomical material	sample_material
Sample_Type_SD	pus	sample_material	anatomical_material	sample_material:pus/purulent material|anatomical_material:host anatomical material	high	compatible_composite	Sample_Material_SD|Host_Anatomical_Material_SD	false	true	composite_requires_split	2592	sample_material:pus/purulent material; anatomical_material:host anatomical material	collection_device|data_product|food_commodity|sample_entity|sample_material|sample_processing|sampling_context
Sample_Type_SD	tracheal aspirate/secretion	sample_material	collection_method|anatomical_site	sample_material:aspirate/secretion|collection_method:aspiration|anatomical_site:trachea/lower respiratory tract	high	compatible_composite	Sample_Material_SD|Sample_Collection_Method_SD|Host_Anatomical_Site_SD|Isolation_Site_SD	false	true	composite_requires_split	2586	sample_material:aspirate/secretion; collection_method:aspiration; anatomical_site:trachea/lower respiratory tract	collection_device|data_product|food_commodity|sample_entity|sample_material|sample_processing|sampling_context
Sample_Type_SD	gastric biopsy	sample_material	collection_method|anatomical_site	sample_material:biopsy/tissue|collection_method:biopsy|anatomical_site:stomach/gastrointestinal tract	high	compatible_composite	Sample_Material_SD|Sample_Collection_Method_SD|Host_Anatomical_Site_SD|Isolation_Site_SD	false	true	composite_requires_split	2571	sample_material:biopsy/tissue; collection_method:biopsy; anatomical_site:stomach/gastrointestinal tract	collection_device|data_product|food_commodity|sample_entity|sample_material|sample_processing|sampling_context
Sample_Type_SD	aspirate	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	medium	compatible_composite	Sample_Material_SD|Sample_Collection_Method_SD	false	true	composite_requires_split	2528	collection_method:collection method; sample_material:physical specimen/material	collection_device|data_product|food_commodity|sample_entity|sample_material|sample_processing|sampling_context
Sample_Type_SD	wound swab	sample_material	collection_device|anatomical_site	collection_device:collection device|anatomical_site:anatomical site or plant part|sample_material:swab specimen|collection_device:swab	medium	compatible_composite	Sample_Material_SD|Sample_Collection_Device_SD|Host_Anatomical_Site_SD|Isolation_Site_SD	false	true	composite_requires_split	2401	collection_device:collection device; anatomical_site:anatomical site or plant part; sample_material:swab specimen; collection_device:swab	collection_device|data_product|food_commodity|sample_entity|sample_material|sample_processing|sampling_context
Sample_Type_SD	fecal/stool swab	sample_material	collection_device|anatomical_material	collection_device:collection device|sample_material:physical specimen/material|anatomical_material:host anatomical material	medium	compatible_composite	Sample_Material_SD|Sample_Collection_Device_SD|Host_Anatomical_Material_SD	false	true	composite_requires_split	2278	collection_device:collection device; sample_material:physical specimen/material; anatomical_material:host anatomical material	collection_device|data_product|food_commodity|sample_entity|sample_material|sample_processing|sampling_context
Environment_Medium_SD	pond water	environment_medium	environment_local_scale	environment_medium:environmental medium|environment_local_scale:local environmental or facility feature	medium	compatible_composite	Environment_Local_Scale_SD	false	true	composite_requires_split	2221	environment_medium:environmental medium; environment_local_scale:local environmental or facility feature	environment_medium
Sample_Type_SD	catheter	collection_device	source_context	collection_device:catheter|source_context:medical device	high	compatible_composite	Sample_Collection_Device_SD|Isolation_Source_SD	false	true	composite_requires_split	2137	collection_device:catheter; source_context:medical device	collection_device|data_product|food_commodity|sample_entity|sample_material|sample_processing|sampling_context
Environment_Medium_SD	hot spring water	environment_medium	environment_local_scale	environment_medium:environmental medium|environment_local_scale:local environmental or facility feature	medium	compatible_composite	Environment_Local_Scale_SD	false	true	composite_requires_split	1989	environment_medium:environmental medium; environment_local_scale:local environmental or facility feature	environment_medium
Sample_Type_SD	enrichment culture	sample_entity	sample_processing	sample_entity:enrichment culture|sample_processing:enrichment	high	compatible_composite	Sample_Entity_SD|Sample_Processing_SD	false	true	composite_requires_split	1973	sample_entity:enrichment culture; sample_processing:enrichment	collection_device|data_product|food_commodity|sample_entity|sample_material|sample_processing|sampling_context
Sample_Type_SD	secretion	sample_material	anatomical_material	sample_material:secretion|anatomical_material:host anatomical material	high	compatible_composite	Sample_Material_SD|Host_Anatomical_Material_SD	false	true	composite_requires_split	1917	sample_material:secretion; anatomical_material:host anatomical material	collection_device|data_product|food_commodity|sample_entity|sample_material|sample_processing|sampling_context
Sample_Type_SD	DNA extract	sample_material	sample_processing	sample_material:molecular extract|sample_processing:DNA extraction	high	compatible_composite	Sample_Material_SD|Sample_Processing_SD	false	true	composite_requires_split	1792	sample_material:molecular extract; sample_processing:DNA extraction	collection_device|data_product|food_commodity|sample_entity|sample_material|sample_processing|sampling_context
Sample_Type_SD_Broad	molecular extract	sample_material	sample_processing	sample_material:molecular extract|sample_processing:molecular extraction	high	compatible_composite	Sample_Material_SD|Sample_Type_SD|Sample_Processing_SD	false	true	composite_requires_split	1792	sample_material:molecular extract; sample_processing:molecular extraction	collection_device|data_product|food_commodity|sample_entity|sample_material|sample_processing|sampling_context|source_context
Sample_Type_SD	skin/body-surface swab	sample_material	collection_device|anatomical_site	sample_material:swab specimen|collection_device:swab|anatomical_site:skin/body surface	high	compatible_composite	Sample_Material_SD|Sample_Collection_Device_SD|Host_Anatomical_Site_SD|Isolation_Site_SD	false	true	composite_requires_split	1517	sample_material:swab specimen; collection_device:swab; anatomical_site:skin/body surface	collection_device|data_product|food_commodity|sample_entity|sample_material|sample_processing|sampling_context
Sample_Type_SD	cloacal swab	sample_material	collection_device	collection_device:collection device|sample_material:swab specimen|collection_device:swab	medium	compatible_composite	Sample_Material_SD|Sample_Collection_Device_SD	false	true	composite_requires_split	1483	collection_device:collection device; sample_material:swab specimen; collection_device:swab	collection_device|data_product|food_commodity|sample_entity|sample_material|sample_processing|sampling_context
Sample_Type_SD	biopsy	sample_material	collection_method	sample_material:biopsy/tissue|collection_method:biopsy	high	compatible_composite	Sample_Material_SD|Sample_Collection_Method_SD	false	true	composite_requires_split	1468	sample_material:biopsy/tissue; collection_method:biopsy	collection_device|data_product|food_commodity|sample_entity|sample_material|sample_processing|sampling_context
Environment_Medium_SD	hospital wastewater	environment_medium	environment_local_scale	environment_medium:environmental medium|environment_local_scale:local environmental or facility feature	medium	compatible_composite	Environment_Local_Scale_SD	false	true	composite_requires_split	1445	environment_medium:environmental medium; environment_local_scale:local environmental or facility feature	environment_medium
Environment_Local_Scale_SD	food processing facility	environment_local_scale	food_commodity	food_commodity:explicit food or commodity context|environment_local_scale:local environmental or facility feature	medium	compatible_composite	Isolation_Source_SD|Sample_Type_SD	false	true	composite_requires_split	1415	food_commodity:explicit food or commodity context; environment_local_scale:local environmental or facility feature	environment_local_scale
Sample_Type_SD	surveillance swab	collection_device	sampling_context	collection_device:collection device|sampling_context:sampling context	medium	compatible_composite	Sample_Collection_Device_SD|Sampling_Context_SD	false	true	composite_requires_split	1402	collection_device:collection device; sampling_context:sampling context	collection_device|data_product|food_commodity|sample_entity|sample_material|sample_processing|sampling_context
Host_Disease_SD	skin and soft tissue infection	disease	sample_material|anatomical_site	disease:disease or disease class|sample_material:physical specimen/material|anatomical_site:anatomical site or plant part	medium	compatible_composite	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Site_SD|Isolation_Site_SD	false	true	composite_requires_split	1393	disease:disease or disease class; sample_material:physical specimen/material; anatomical_site:anatomical site or plant part	disease
