field	standardized_value	primary_semantic_class	secondary_semantic_classes	semantic_components	confidence	field_compatibility	row_count	reason	additive_destinations	proposed_destination	remove_from_current_field	action_class
Sample_Type_SD_Broad	agricultural fecal material	unresolved		unresolved:no deterministic semantic component	low	legacy_decomposition_candidate	4019	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	admin_review	admin_review	false	classifier_uncertain
Sample_Type_SD	cold seep	unresolved		unresolved:no deterministic semantic component	low	legacy_decomposition_candidate	3866	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	admin_review	admin_review	false	classifier_uncertain
Sample_Type_SD	farm	environment_local_scale		environment_local_scale:farm	high	legacy_decomposition_candidate	3734	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	Environment_Local_Scale_SD	Environment_Local_Scale_SD	false	legacy_compatibility_label
Sample_Type_SD_Broad	surface/sample collection material	environment_local_scale		environment_local_scale:local environmental or facility feature	high	legacy_decomposition_candidate	3554	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	Environment_Local_Scale_SD	Environment_Local_Scale_SD	false	legacy_compatibility_label
Sample_Type_SD_Broad	built environment	environment_broad_scale		environment_broad_scale:broad environmental setting	high	legacy_decomposition_candidate	2990	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	Environment_Broad_Scale_SD	Environment_Broad_Scale_SD	false	legacy_compatibility_label
Sample_Type_SD	deep-sea hydrothermal deposit	unresolved		unresolved:no deterministic semantic component	low	legacy_decomposition_candidate	2894	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	admin_review	admin_review	false	classifier_uncertain
Sample_Type_SD_Broad	wastewater/sewage	environment_medium		environment_medium:environmental medium	high	legacy_decomposition_candidate	2786	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	Environment_Medium_SD	Environment_Medium_SD	false	legacy_compatibility_label
Sample_Type_SD	broiler	host_context	production_context	production_context:broiler production context|host_context:poultry	high	legacy_decomposition_candidate	2751	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	Host_Context_SD|Host_Production_Context_SD	Host_Context_SD|Host_Production_Context_SD	false	composite_requires_split
Sample_Type_SD_Broad	medical device	unresolved		unresolved:no deterministic semantic component	low	legacy_decomposition_candidate	2137	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	admin_review	admin_review	false	classifier_uncertain
Sample_Type_SD	secretion	unresolved		unresolved:no deterministic semantic component	low	legacy_decomposition_candidate	1917	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	admin_review	admin_review	false	classifier_uncertain
Sample_Type_SD	spore release material	unresolved		unresolved:no deterministic semantic component	low	legacy_decomposition_candidate	1793	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	admin_review	admin_review	false	classifier_uncertain
Sample_Type_SD	cave biofilm	environment_medium	environment_local_scale	environment_medium:environmental medium|environment_local_scale:local environmental or facility feature	medium	legacy_decomposition_candidate	1716	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	Environment_Medium_SD|Environment_Local_Scale_SD	Environment_Medium_SD|Environment_Local_Scale_SD	false	composite_requires_split
Sample_Type_SD	drain	environment_local_scale		environment_local_scale:drain	high	legacy_decomposition_candidate	1546	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	Environment_Local_Scale_SD	Environment_Local_Scale_SD	false	legacy_compatibility_label
Sample_Type_SD	anaerobic digester	unresolved		unresolved:no deterministic semantic component	low	legacy_decomposition_candidate	1532	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	admin_review	admin_review	false	classifier_uncertain
Sample_Type_SD_Broad	wastewater/organic waste	environment_medium		environment_medium:environmental medium	high	legacy_decomposition_candidate	1532	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	Environment_Medium_SD	Environment_Medium_SD	false	legacy_compatibility_label
Sample_Type_SD	nodule	unresolved		unresolved:no deterministic semantic component	low	legacy_decomposition_candidate	1462	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	admin_review	admin_review	false	classifier_uncertain
Sample_Type_SD	sink	environment_local_scale		environment_local_scale:sink	high	legacy_decomposition_candidate	1323	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	Environment_Local_Scale_SD	Environment_Local_Scale_SD	false	legacy_compatibility_label
Sample_Type_SD	saline water	environment_medium		environment_medium:environmental medium	high	legacy_decomposition_candidate	1316	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	Environment_Medium_SD	Environment_Medium_SD	false	legacy_compatibility_label
Sample_Type_SD	ice core section from central arctic ocean	unresolved		unresolved:no deterministic semantic component	low	legacy_decomposition_candidate	1201	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	admin_review	admin_review	false	classifier_uncertain
Sample_Type_SD	hospital wastewater	environment_medium	environment_local_scale	environment_medium:environmental medium|environment_local_scale:local environmental or facility feature	medium	legacy_decomposition_candidate	1185	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	Environment_Medium_SD|Environment_Local_Scale_SD	Environment_Medium_SD|Environment_Local_Scale_SD	false	composite_requires_split
Sample_Type_SD	bloodstream	unresolved		unresolved:no deterministic semantic component	low	legacy_decomposition_candidate	1123	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	admin_review	admin_review	false	classifier_uncertain
Sample_Type_SD	core	unresolved		unresolved:no deterministic semantic component	low	legacy_decomposition_candidate	1049	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	admin_review	admin_review	false	classifier_uncertain
Sample_Type_SD	rectovaginal site	unresolved		unresolved:no deterministic semantic component	low	legacy_decomposition_candidate	933	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	admin_review	admin_review	false	classifier_uncertain
Sample_Type_SD	hospital sewage	environment_medium	environment_local_scale	environment_medium:environmental medium|environment_local_scale:local environmental or facility feature	medium	legacy_decomposition_candidate	913	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	Environment_Medium_SD|Environment_Local_Scale_SD	Environment_Medium_SD|Environment_Local_Scale_SD	false	composite_requires_split
Sample_Type_SD	salmon	unresolved		unresolved:no deterministic semantic component	low	legacy_decomposition_candidate	878	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	admin_review	admin_review	false	classifier_uncertain
Sample_Type_SD	terrestrial environment	environment_broad_scale		environment_broad_scale:broad environmental setting	high	legacy_decomposition_candidate	845	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	Environment_Broad_Scale_SD	Environment_Broad_Scale_SD	false	legacy_compatibility_label
Sample_Type_SD	long-term care facility	environment_local_scale	care_setting	care_setting:care setting|environment_local_scale:local environmental or facility feature	medium	legacy_decomposition_candidate	841	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	Environment_Local_Scale_SD|Host_Care_Setting_SD	Environment_Local_Scale_SD|Host_Care_Setting_SD	false	composite_requires_split
Sample_Type_SD_Broad	healthcare-associated environment	environment_broad_scale		environment_broad_scale:broad environmental setting	high	legacy_decomposition_candidate	841	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	Environment_Broad_Scale_SD	Environment_Broad_Scale_SD	false	legacy_compatibility_label
Sample_Type_SD	leaves	unresolved		unresolved:no deterministic semantic component	low	legacy_decomposition_candidate	819	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	admin_review	admin_review	false	classifier_uncertain
Sample_Type_SD	surface layer	environment_local_scale		environment_local_scale:local environmental or facility feature	high	legacy_decomposition_candidate	797	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	Environment_Local_Scale_SD	Environment_Local_Scale_SD	false	legacy_compatibility_label
Sample_Type_SD	produced fluids from hydraulically fractured shales	unresolved		unresolved:no deterministic semantic component	low	legacy_decomposition_candidate	782	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	admin_review	admin_review	false	classifier_uncertain
Sample_Type_SD	glacier	unresolved		unresolved:no deterministic semantic component	low	legacy_decomposition_candidate	736	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	admin_review	admin_review	false	classifier_uncertain
Sample_Type_SD	anaerobic bioreactor effluent	unresolved		unresolved:no deterministic semantic component	low	legacy_decomposition_candidate	688	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	admin_review	admin_review	false	classifier_uncertain
Sample_Type_SD	gill	unresolved		unresolved:no deterministic semantic component	low	legacy_decomposition_candidate	665	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	admin_review	admin_review	false	classifier_uncertain
Sample_Type_SD	ice cream	unresolved		unresolved:no deterministic semantic component	low	legacy_decomposition_candidate	605	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	admin_review	admin_review	false	classifier_uncertain
Sample_Type_SD	potato	unresolved		unresolved:no deterministic semantic component	low	legacy_decomposition_candidate	596	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	admin_review	admin_review	false	classifier_uncertain
Sample_Type_SD	wood	unresolved		unresolved:no deterministic semantic component	low	legacy_decomposition_candidate	582	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	admin_review	admin_review	false	classifier_uncertain
Sample_Type_SD	deciduous forest	unresolved		unresolved:no deterministic semantic component	low	legacy_decomposition_candidate	570	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	admin_review	admin_review	false	classifier_uncertain
Sample_Type_SD	enoki mushroom	unresolved		unresolved:no deterministic semantic component	low	legacy_decomposition_candidate	522	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	admin_review	admin_review	false	classifier_uncertain
Sample_Type_SD	kratom	unresolved		unresolved:no deterministic semantic component	low	legacy_decomposition_candidate	520	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	admin_review	admin_review	false	classifier_uncertain
Sample_Type_SD	ready-to-eat product	unresolved		unresolved:no deterministic semantic component	low	legacy_decomposition_candidate	497	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	admin_review	admin_review	false	classifier_uncertain
Sample_Type_SD	cubital fossa	anatomical_site		anatomical_site:anatomical site or plant part	high	legacy_decomposition_candidate	487	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	Host_Anatomical_Site_SD|Isolation_Site_SD	Host_Anatomical_Site_SD|Isolation_Site_SD	false	legacy_compatibility_label
Sample_Type_SD	dental plaque	unresolved		unresolved:no deterministic semantic component	low	legacy_decomposition_candidate	423	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	admin_review	admin_review	false	classifier_uncertain
Sample_Type_SD	ascites	unresolved		unresolved:no deterministic semantic component	low	legacy_decomposition_candidate	417	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	admin_review	admin_review	false	classifier_uncertain
Sample_Type_SD	intestinal epithelial cells	unresolved		unresolved:no deterministic semantic component	low	legacy_decomposition_candidate	411	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	admin_review	admin_review	false	classifier_uncertain
Sample_Type_SD	fluff/lint material	unresolved		unresolved:no deterministic semantic component	low	legacy_decomposition_candidate	384	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	admin_review	admin_review	false	classifier_uncertain
Sample_Type_SD	wildlife	unresolved		unresolved:no deterministic semantic component	low	legacy_decomposition_candidate	371	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	admin_review	admin_review	false	classifier_uncertain
Sample_Type_SD	lettuce	unresolved		unresolved:no deterministic semantic component	low	legacy_decomposition_candidate	313	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	admin_review	admin_review	false	classifier_uncertain
Sample_Type_SD	peanut butter	unresolved		unresolved:no deterministic semantic component	low	legacy_decomposition_candidate	290	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	admin_review	admin_review	false	classifier_uncertain
Sample_Type_SD	endovascular	unresolved		unresolved:no deterministic semantic component	low	legacy_decomposition_candidate	271	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	admin_review	admin_review	false	classifier_uncertain
Sample_Type_SD	tree nut	unresolved		unresolved:no deterministic semantic component	low	legacy_decomposition_candidate	268	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	admin_review	admin_review	false	classifier_uncertain
Sample_Type_SD	spinach	unresolved		unresolved:no deterministic semantic component	low	legacy_decomposition_candidate	256	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	admin_review	admin_review	false	classifier_uncertain
Sample_Type_SD	root	anatomical_site		anatomical_site:anatomical site or plant part	high	legacy_decomposition_candidate	237	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	Host_Anatomical_Site_SD|Isolation_Site_SD	Host_Anatomical_Site_SD|Isolation_Site_SD	false	legacy_compatibility_label
Sample_Type_SD	tomato	unresolved		unresolved:no deterministic semantic component	low	legacy_decomposition_candidate	219	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	admin_review	admin_review	false	classifier_uncertain
Sample_Type_SD	catfish product	unresolved		unresolved:no deterministic semantic component	low	legacy_decomposition_candidate	200	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	admin_review	admin_review	false	classifier_uncertain
Sample_Type_SD	avocado	unresolved		unresolved:no deterministic semantic component	low	legacy_decomposition_candidate	178	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	admin_review	admin_review	false	classifier_uncertain
Sample_Type_SD	cantaloupe	unresolved		unresolved:no deterministic semantic component	low	legacy_decomposition_candidate	125	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	admin_review	admin_review	false	classifier_uncertain
Sample_Type_SD	kimchi	unresolved		unresolved:no deterministic semantic component	low	legacy_decomposition_candidate	122	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	admin_review	admin_review	false	classifier_uncertain
Sample_Type_SD	cleanroom floor	environment_local_scale		environment_local_scale:local environmental or facility feature	high	legacy_decomposition_candidate	121	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	Environment_Local_Scale_SD	Environment_Local_Scale_SD	false	legacy_compatibility_label
Sample_Type_SD	cucumber	unresolved		unresolved:no deterministic semantic component	low	legacy_decomposition_candidate	86	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	admin_review	admin_review	false	classifier_uncertain
Sample_Type_SD	estuary	unresolved		unresolved:no deterministic semantic component	low	legacy_decomposition_candidate	77	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	admin_review	admin_review	false	classifier_uncertain
Sample_Type_SD	probiotic product	unresolved		unresolved:no deterministic semantic component	low	legacy_decomposition_candidate	77	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	admin_review	admin_review	false	classifier_uncertain
Sample_Type_SD	grain product	unresolved		unresolved:no deterministic semantic component	low	legacy_decomposition_candidate	72	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	admin_review	admin_review	false	classifier_uncertain
Sample_Type_SD	prawn product	unresolved		unresolved:no deterministic semantic component	low	legacy_decomposition_candidate	49	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	admin_review	admin_review	false	classifier_uncertain
Sample_Type_SD	rhizosphere	anatomical_site		anatomical_site:anatomical site or plant part	high	legacy_decomposition_candidate	46	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	Host_Anatomical_Site_SD|Isolation_Site_SD	Host_Anatomical_Site_SD|Isolation_Site_SD	false	legacy_compatibility_label
Sample_Type_SD	papaya	unresolved		unresolved:no deterministic semantic component	low	legacy_decomposition_candidate	42	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	admin_review	admin_review	false	classifier_uncertain
Sample_Type_SD	biological product	unresolved		unresolved:no deterministic semantic component	low	legacy_decomposition_candidate	36	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	admin_review	admin_review	false	classifier_uncertain
Sample_Type_SD	cilantro	unresolved		unresolved:no deterministic semantic component	low	legacy_decomposition_candidate	33	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	admin_review	admin_review	false	classifier_uncertain
Sample_Type_SD	feed/fodder	unresolved		unresolved:no deterministic semantic component	low	legacy_decomposition_candidate	3	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	admin_review	admin_review	false	classifier_uncertain
Sample_Type_SD	plant material	host_context		host_context:host-associated context	high	legacy_decomposition_candidate	1	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	Host_Context_SD	Host_Context_SD	false	legacy_compatibility_label
