field	standardized_value	primary_semantic_class	secondary_semantic_classes	semantic_components	confidence	field_compatibility	additive_destinations	remove_from_current_field	review_required	action_class	row_count	reason	expected_semantic_classes
Isolation_Source_SD	pork/meat product	food_commodity		food_commodity:explicit food or commodity context	high	compatible	Sample_Type_SD	false	false	additive_axis_enrichment	15096	food_commodity:explicit food or commodity context	anatomical_material|environment_broad_scale|environment_local_scale|environment_medium|food_commodity|host_context|sample_material|source_context
Sample_Type_SD	pork	food_commodity		food_commodity:explicit food or commodity context	high	compatible	Isolation_Source_SD	false	false	additive_axis_enrichment	15029	food_commodity:explicit food or commodity context	collection_device|data_product|food_commodity|sample_entity|sample_material|sample_processing|sampling_context
Isolation_Source_SD	beef/meat product	food_commodity		food_commodity:explicit food or commodity context	high	compatible	Sample_Type_SD	false	false	additive_axis_enrichment	14499	food_commodity:explicit food or commodity context	anatomical_material|environment_broad_scale|environment_local_scale|environment_medium|food_commodity|host_context|sample_material|source_context
Isolation_Site_SD	oral cavity	anatomical_site		anatomical_site:anatomical site or plant part	high	compatible	Host_Anatomical_Site_SD	false	false	additive_axis_enrichment	14445	anatomical_site:anatomical site or plant part	anatomical_site
Host_Anatomical_Site_SD	oral cavity	anatomical_site		anatomical_site:anatomical site or plant part	high	compatible	Isolation_Site_SD	false	false	additive_axis_enrichment	14437	anatomical_site:anatomical site or plant part	anatomical_site
Sample_Type_SD_Broad	tissue	sample_material		sample_material:physical specimen/material	high	compatible	Sample_Material_SD|Sample_Type_SD	false	false	additive_axis_enrichment	14360	sample_material:physical specimen/material	collection_device|data_product|food_commodity|sample_entity|sample_material|sample_processing|sampling_context|source_context
Isolation_Source_SD	turkey meat/product	food_commodity		food_commodity:explicit food or commodity context	high	compatible	Sample_Type_SD	false	false	additive_axis_enrichment	14060	food_commodity:explicit food or commodity context	anatomical_material|environment_broad_scale|environment_local_scale|environment_medium|food_commodity|host_context|sample_material|source_context
Sample_Type_SD	turkey meat	food_commodity		food_commodity:explicit food or commodity context	high	compatible	Isolation_Source_SD	false	false	additive_axis_enrichment	14058	food_commodity:explicit food or commodity context	collection_device|data_product|food_commodity|sample_entity|sample_material|sample_processing|sampling_context
Sample_Type_SD_Broad	food/dairy	food_commodity		food_commodity:explicit food or commodity context	high	compatible	Isolation_Source_SD|Sample_Type_SD	false	false	additive_axis_enrichment	13886	food_commodity:explicit food or commodity context	collection_device|data_product|food_commodity|sample_entity|sample_material|sample_processing|sampling_context|source_context
Sample_Type_SD	tissue	sample_material		sample_material:physical specimen/material	high	compatible	Sample_Material_SD	false	false	additive_axis_enrichment	13818	sample_material:physical specimen/material	collection_device|data_product|food_commodity|sample_entity|sample_material|sample_processing|sampling_context
Sample_Type_SD	environmental swab	collection_device		collection_device:collection device	high	compatible	Sample_Collection_Device_SD	false	false	additive_axis_enrichment	12999	collection_device:collection device	collection_device|data_product|food_commodity|sample_entity|sample_material|sample_processing|sampling_context
Isolation_Source_SD_Broad	host-associated context	source_context		source_context:host-associated source context	high	compatible	Isolation_Source_SD	false	false	additive_axis_enrichment	12257	source_context:host-associated source context	anatomical_material|environment_broad_scale|environment_medium|food_commodity|host_context|sample_material|source_context
Sample_Type_SD_Broad	environmental/geologic material	source_context		source_context:environmental or geologic source context	high	compatible	Isolation_Source_SD	false	false	additive_axis_enrichment	12244	source_context:environmental or geologic source context	collection_device|data_product|food_commodity|sample_entity|sample_material|sample_processing|sampling_context|source_context
Isolation_Site_SD	respiratory tract	anatomical_site		anatomical_site:anatomical site or plant part	high	compatible	Host_Anatomical_Site_SD	false	false	additive_axis_enrichment	11118	anatomical_site:anatomical site or plant part	anatomical_site
Sample_Type_SD	bodily fluid	sample_material		sample_material:physical specimen/material	high	compatible	Sample_Material_SD	false	false	additive_axis_enrichment	10562	sample_material:physical specimen/material	collection_device|data_product|food_commodity|sample_entity|sample_material|sample_processing|sampling_context
Isolation_Source_SD_Broad	clinical fluid/material	sample_material		sample_material:clinical fluid or purulent material	high	compatible	Sample_Material_SD|Sample_Type_SD	false	false	additive_axis_enrichment	9023	sample_material:clinical fluid or purulent material	anatomical_material|environment_broad_scale|environment_medium|food_commodity|host_context|sample_material|source_context
Isolation_Source_SD	clinical fluid/material	sample_material		sample_material:clinical fluid or purulent material	high	compatible	Sample_Material_SD|Sample_Type_SD	false	false	additive_axis_enrichment	9021	sample_material:clinical fluid or purulent material	anatomical_material|environment_broad_scale|environment_local_scale|environment_medium|food_commodity|host_context|sample_material|source_context
Sample_Type_SD	milk	sample_material		sample_material:physical specimen/material	high	compatible	Sample_Material_SD	false	false	additive_axis_enrichment	8044	sample_material:physical specimen/material	collection_device|data_product|food_commodity|sample_entity|sample_material|sample_processing|sampling_context
Isolation_Site_SD	urogenital tract	anatomical_site		anatomical_site:anatomical site or plant part	high	compatible	Host_Anatomical_Site_SD	false	false	additive_axis_enrichment	7165	anatomical_site:anatomical site or plant part	anatomical_site
Isolation_Source_SD_Broad	food/dairy	food_commodity		food_commodity:explicit food or commodity context	high	compatible	Isolation_Source_SD|Sample_Type_SD	false	false	additive_axis_enrichment	7050	food_commodity:explicit food or commodity context	anatomical_material|environment_broad_scale|environment_medium|food_commodity|host_context|sample_material|source_context
Host_Anatomical_Site_SD	urogenital tract	anatomical_site		anatomical_site:anatomical site or plant part	high	compatible	Isolation_Site_SD	false	false	additive_axis_enrichment	6968	anatomical_site:anatomical site or plant part	anatomical_site
Isolation_Source_SD	dairy food	food_commodity		food_commodity:explicit food or commodity context	high	compatible	Sample_Type_SD	false	false	additive_axis_enrichment	6863	food_commodity:explicit food or commodity context	anatomical_material|environment_broad_scale|environment_local_scale|environment_medium|food_commodity|host_context|sample_material|source_context
Environment_Medium_SD_Broad	biofilm	environment_medium		environment_medium:environmental medium	high	compatible	Environment_Medium_SD	false	false	additive_axis_enrichment	6560	environment_medium:environmental medium	environment_medium
Isolation_Source_SD	meat product	food_commodity		food_commodity:explicit food or commodity context	high	compatible	Sample_Type_SD	false	false	additive_axis_enrichment	5480	food_commodity:explicit food or commodity context	anatomical_material|environment_broad_scale|environment_local_scale|environment_medium|food_commodity|host_context|sample_material|source_context
Sample_Type_SD	meat product	food_commodity		food_commodity:explicit food or commodity context	high	compatible	Isolation_Source_SD	false	false	additive_axis_enrichment	5315	food_commodity:explicit food or commodity context	collection_device|data_product|food_commodity|sample_entity|sample_material|sample_processing|sampling_context
Isolation_Source_SD_Broad	water	environment_medium		environment_medium:environmental medium	high	compatible	Environment_Medium_SD	false	false	additive_axis_enrichment	5148	environment_medium:environmental medium	anatomical_material|environment_broad_scale|environment_medium|food_commodity|host_context|sample_material|source_context
Sample_Type_SD	dairy food	food_commodity		food_commodity:explicit food or commodity context	high	compatible	Isolation_Source_SD	false	false	additive_axis_enrichment	4959	food_commodity:explicit food or commodity context	collection_device|data_product|food_commodity|sample_entity|sample_material|sample_processing|sampling_context
Isolation_Source_SD	healthcare-associated environment	environment_broad_scale		environment_broad_scale:broad environmental setting	high	compatible	Environment_Broad_Scale_SD	false	false	additive_axis_enrichment	4921	environment_broad_scale:broad environmental setting	anatomical_material|environment_broad_scale|environment_local_scale|environment_medium|food_commodity|host_context|sample_material|source_context
Isolation_Source_SD_Broad	aquatic food product	food_commodity		food_commodity:explicit food or commodity context	high	compatible	Isolation_Source_SD|Sample_Type_SD	false	false	additive_axis_enrichment	4516	food_commodity:explicit food or commodity context	anatomical_material|environment_broad_scale|environment_medium|food_commodity|host_context|sample_material|source_context
Isolation_Source_SD	seafood/aquatic food product	food_commodity		food_commodity:explicit food or commodity context	high	compatible	Sample_Type_SD	false	false	additive_axis_enrichment	4489	food_commodity:explicit food or commodity context	anatomical_material|environment_broad_scale|environment_local_scale|environment_medium|food_commodity|host_context|sample_material|source_context
Sample_Type_SD_Broad	host-associated context	source_context		source_context:host-associated source context	high	compatible	Isolation_Source_SD	false	false	additive_axis_enrichment	4000	source_context:host-associated source context	collection_device|data_product|food_commodity|sample_entity|sample_material|sample_processing|sampling_context|source_context
Isolation_Source_SD	wastewater/organic waste	environment_medium		environment_medium:environmental medium	high	compatible	Environment_Medium_SD	false	false	additive_axis_enrichment	3760	environment_medium:environmental medium	anatomical_material|environment_broad_scale|environment_local_scale|environment_medium|food_commodity|host_context|sample_material|source_context
Isolation_Source_SD_Broad	wastewater/organic waste	environment_medium		environment_medium:environmental medium	high	compatible	Environment_Medium_SD	false	false	additive_axis_enrichment	3760	environment_medium:environmental medium	anatomical_material|environment_broad_scale|environment_medium|food_commodity|host_context|sample_material|source_context
Sample_Type_SD	sponge	collection_device		collection_device:sponge	high	compatible	Sample_Collection_Device_SD	false	false	additive_axis_enrichment	3554	collection_device:sponge	collection_device|data_product|food_commodity|sample_entity|sample_material|sample_processing|sampling_context
Isolation_Source_SD	urine	sample_material		sample_material:physical specimen/material	high	compatible	Sample_Material_SD|Sample_Type_SD	false	false	additive_axis_enrichment	2891	sample_material:physical specimen/material	anatomical_material|environment_broad_scale|environment_local_scale|environment_medium|food_commodity|host_context|sample_material|source_context
Environment_Local_Scale_SD	intensive care unit	care_setting		care_setting:care setting	high	compatible	Host_Care_Setting_SD	false	false	additive_axis_enrichment	2869	care_setting:care setting	care_setting|environment_local_scale
Isolation_Site_SD	root	anatomical_site		anatomical_site:anatomical site or plant part	high	compatible	Host_Anatomical_Site_SD	false	false	additive_axis_enrichment	2857	anatomical_site:anatomical site or plant part	anatomical_site
Isolation_Source_SD_Broad	environmental/geologic material	source_context		source_context:environmental or geologic source context	high	compatible	Isolation_Source_SD	false	false	additive_axis_enrichment	2831	source_context:environmental or geologic source context	anatomical_material|environment_broad_scale|environment_medium|food_commodity|host_context|sample_material|source_context
Isolation_Source_SD	Římov reservoir	environment_local_scale		environment_local_scale:local environmental or facility feature	high	compatible	Environment_Local_Scale_SD	false	false	additive_axis_enrichment	2383	environment_local_scale:local environmental or facility feature	anatomical_material|environment_broad_scale|environment_local_scale|environment_medium|food_commodity|host_context|sample_material|source_context
Sample_Type_SD_Broad	food/produce	food_commodity		food_commodity:explicit food or commodity context	high	compatible	Isolation_Source_SD|Sample_Type_SD	false	false	additive_axis_enrichment	2345	food_commodity:explicit food or commodity context	collection_device|data_product|food_commodity|sample_entity|sample_material|sample_processing|sampling_context|source_context
Isolation_Source_SD_Broad	agricultural environment	environment_broad_scale		environment_broad_scale:broad environmental setting	high	compatible	Environment_Broad_Scale_SD	false	false	additive_axis_enrichment	2212	environment_broad_scale:broad environmental setting	anatomical_material|environment_broad_scale|environment_medium|food_commodity|host_context|sample_material|source_context
Isolation_Source_SD	agricultural environment	environment_broad_scale		environment_broad_scale:broad environmental setting	high	compatible	Environment_Broad_Scale_SD	false	false	additive_axis_enrichment	2197	environment_broad_scale:broad environmental setting	anatomical_material|environment_broad_scale|environment_local_scale|environment_medium|food_commodity|host_context|sample_material|source_context
Sample_Type_SD	clinical material	sampling_context		sampling_context:clinical	high	compatible	Sampling_Context_SD	false	false	additive_axis_enrichment	1956	sampling_context:clinical	collection_device|data_product|food_commodity|sample_entity|sample_material|sample_processing|sampling_context
Sample_Type_SD_Broad	food/processing environment	food_commodity		food_commodity:explicit food or commodity context	high	compatible	Isolation_Source_SD|Sample_Type_SD	false	false	additive_axis_enrichment	1943	food_commodity:explicit food or commodity context	collection_device|data_product|food_commodity|sample_entity|sample_material|sample_processing|sampling_context|source_context
Sample_Type_SD_Broad	aquatic food product	food_commodity		food_commodity:explicit food or commodity context	high	compatible	Isolation_Source_SD|Sample_Type_SD	false	false	additive_axis_enrichment	1932	food_commodity:explicit food or commodity context	collection_device|data_product|food_commodity|sample_entity|sample_material|sample_processing|sampling_context|source_context
Sample_Type_SD	food processing environment	food_commodity		food_commodity:explicit food or commodity context	high	compatible	Isolation_Source_SD	false	false	additive_axis_enrichment	1905	food_commodity:explicit food or commodity context	collection_device|data_product|food_commodity|sample_entity|sample_material|sample_processing|sampling_context
Isolation_Site_SD	cloaca	anatomical_site		anatomical_site:anatomical site or plant part	high	compatible	Host_Anatomical_Site_SD	false	false	additive_axis_enrichment	1900	anatomical_site:anatomical site or plant part	anatomical_site
Sample_Type_SD	food product	food_commodity		food_commodity:explicit food or commodity context	high	compatible	Isolation_Source_SD	false	false	additive_axis_enrichment	1477	food_commodity:explicit food or commodity context	collection_device|data_product|food_commodity|sample_entity|sample_material|sample_processing|sampling_context
Isolation_Source_SD_Broad	built environment	environment_broad_scale		environment_broad_scale:broad environmental setting	high	compatible	Environment_Broad_Scale_SD	false	false	additive_axis_enrichment	1404	environment_broad_scale:broad environmental setting	anatomical_material|environment_broad_scale|environment_medium|food_commodity|host_context|sample_material|source_context
Sample_Type_SD	seafood	food_commodity		food_commodity:explicit food or commodity context	high	compatible	Isolation_Source_SD	false	false	additive_axis_enrichment	1264	food_commodity:explicit food or commodity context	collection_device|data_product|food_commodity|sample_entity|sample_material|sample_processing|sampling_context
Host_Anatomical_Site_SD	cervix	anatomical_site		anatomical_site:anatomical site or plant part	high	compatible	Isolation_Site_SD	false	false	additive_axis_enrichment	1165	anatomical_site:anatomical site or plant part	anatomical_site
Isolation_Site_SD	cervix	anatomical_site		anatomical_site:anatomical site or plant part	high	compatible	Host_Anatomical_Site_SD	false	false	additive_axis_enrichment	1165	anatomical_site:anatomical site or plant part	anatomical_site
Sample_Type_SD	bile	sample_material		sample_material:physical specimen/material	high	compatible	Sample_Material_SD	false	false	additive_axis_enrichment	1119	sample_material:physical specimen/material	collection_device|data_product|food_commodity|sample_entity|sample_material|sample_processing|sampling_context
Sample_Type_SD	pleural fluid	sample_material		sample_material:physical specimen/material	high	compatible	Sample_Material_SD	false	false	additive_axis_enrichment	1019	sample_material:physical specimen/material	collection_device|data_product|food_commodity|sample_entity|sample_material|sample_processing|sampling_context
Host_Anatomical_Site_SD	breast	anatomical_site		anatomical_site:anatomical site or plant part	high	compatible	Isolation_Site_SD	false	false	additive_axis_enrichment	972	anatomical_site:anatomical site or plant part	anatomical_site
Isolation_Site_SD	breast	anatomical_site		anatomical_site:anatomical site or plant part	high	compatible	Host_Anatomical_Site_SD	false	false	additive_axis_enrichment	972	anatomical_site:anatomical site or plant part	anatomical_site
Isolation_Source_SD	Klíčava reservoir	environment_local_scale		environment_local_scale:local environmental or facility feature	high	compatible	Environment_Local_Scale_SD	false	false	additive_axis_enrichment	746	environment_local_scale:local environmental or facility feature	anatomical_material|environment_broad_scale|environment_local_scale|environment_medium|food_commodity|host_context|sample_material|source_context
Host_Anatomical_Site_SD	vagina	anatomical_site		anatomical_site:anatomical site or plant part	high	compatible	Isolation_Site_SD	false	false	additive_axis_enrichment	675	anatomical_site:anatomical site or plant part	anatomical_site
Isolation_Site_SD	vagina	anatomical_site		anatomical_site:anatomical site or plant part	high	compatible	Host_Anatomical_Site_SD	false	false	additive_axis_enrichment	675	anatomical_site:anatomical site or plant part	anatomical_site
Isolation_Source_SD	fermented food/beverage	food_commodity		food_commodity:explicit food or commodity context	high	compatible	Sample_Type_SD	false	false	additive_axis_enrichment	658	food_commodity:explicit food or commodity context	anatomical_material|environment_broad_scale|environment_local_scale|environment_medium|food_commodity|host_context|sample_material|source_context
Isolation_Site_SD	tonsil/oropharyngeal site	anatomical_site		anatomical_site:anatomical site or plant part	high	compatible	Host_Anatomical_Site_SD	false	false	additive_axis_enrichment	639	anatomical_site:anatomical site or plant part	anatomical_site
Host_Anatomical_Site_SD	tonsil/oropharyngeal site	anatomical_site		anatomical_site:anatomical site or plant part	high	compatible	Isolation_Site_SD	false	false	additive_axis_enrichment	638	anatomical_site:anatomical site or plant part	anatomical_site
Sample_Type_SD	pet food	food_commodity		food_commodity:explicit food or commodity context	high	compatible	Isolation_Source_SD	false	false	additive_axis_enrichment	626	food_commodity:explicit food or commodity context	collection_device|data_product|food_commodity|sample_entity|sample_material|sample_processing|sampling_context
Sample_Type_SD	ice cream	food_commodity		food_commodity:ice cream/dairy food	high	compatible	Isolation_Source_SD	false	false	additive_axis_enrichment	605	food_commodity:ice cream/dairy food	collection_device|data_product|food_commodity|sample_entity|sample_material|sample_processing|sampling_context
Sample_Type_SD	fermented food/beverage	food_commodity		food_commodity:explicit food or commodity context	high	compatible	Isolation_Source_SD	false	false	additive_axis_enrichment	579	food_commodity:explicit food or commodity context	collection_device|data_product|food_commodity|sample_entity|sample_material|sample_processing|sampling_context
Isolation_Source_SD	Žlutice reservoir	environment_local_scale		environment_local_scale:local environmental or facility feature	high	compatible	Environment_Local_Scale_SD	false	false	additive_axis_enrichment	557	environment_local_scale:local environmental or facility feature	anatomical_material|environment_broad_scale|environment_local_scale|environment_medium|food_commodity|host_context|sample_material|source_context
Isolation_Source_SD	food processing environment	food_commodity		food_commodity:explicit food or commodity context	high	compatible	Sample_Type_SD	false	false	additive_axis_enrichment	506	food_commodity:explicit food or commodity context	anatomical_material|environment_broad_scale|environment_local_scale|environment_medium|food_commodity|host_context|sample_material|source_context
Isolation_Source_SD_Broad	food/processing environment	food_commodity		food_commodity:explicit food or commodity context	high	compatible	Isolation_Source_SD|Sample_Type_SD	false	false	additive_axis_enrichment	506	food_commodity:explicit food or commodity context	anatomical_material|environment_broad_scale|environment_medium|food_commodity|host_context|sample_material|source_context
Sample_Type_SD	ready-to-eat product	food_commodity		food_commodity:ready-to-eat food product	high	compatible	Isolation_Source_SD	false	false	additive_axis_enrichment	497	food_commodity:ready-to-eat food product	collection_device|data_product|food_commodity|sample_entity|sample_material|sample_processing|sampling_context
Isolation_Source_SD	biomass from liquid digestate stored in the CSTR at the Surrey Biofuel Facility	environment_local_scale		environment_local_scale:local environmental or facility feature	high	compatible	Environment_Local_Scale_SD	false	false	additive_axis_enrichment	449	environment_local_scale:local environmental or facility feature	anatomical_material|environment_broad_scale|environment_local_scale|environment_medium|food_commodity|host_context|sample_material|source_context
Isolation_Source_SD	Rimov Reservoir	environment_local_scale		environment_local_scale:local environmental or facility feature	high	compatible	Environment_Local_Scale_SD	false	false	additive_axis_enrichment	387	environment_local_scale:local environmental or facility feature	anatomical_material|environment_broad_scale|environment_local_scale|environment_medium|food_commodity|host_context|sample_material|source_context
Sample_Type_SD	trap sample	collection_device		collection_device:collection device	high	compatible	Sample_Collection_Device_SD	false	false	additive_axis_enrichment	378	collection_device:collection device	collection_device|data_product|food_commodity|sample_entity|sample_material|sample_processing|sampling_context
Host_Anatomical_Site_SD	cloaca	anatomical_site		anatomical_site:anatomical site or plant part	high	compatible	Isolation_Site_SD	false	false	additive_axis_enrichment	326	anatomical_site:anatomical site or plant part	anatomical_site
Sample_Type_SD	FFPE tissue	sample_material		sample_material:physical specimen/material	high	compatible	Sample_Material_SD	false	false	additive_axis_enrichment	319	sample_material:physical specimen/material	collection_device|data_product|food_commodity|sample_entity|sample_material|sample_processing|sampling_context
Sample_Type_SD	respiratory swab	collection_device		collection_device:collection device	high	compatible	Sample_Collection_Device_SD	false	false	additive_axis_enrichment	273	collection_device:collection device	collection_device|data_product|food_commodity|sample_entity|sample_material|sample_processing|sampling_context
Isolation_Source_SD	Landštejn reservoir	environment_local_scale		environment_local_scale:local environmental or facility feature	high	compatible	Environment_Local_Scale_SD	false	false	additive_axis_enrichment	233	environment_local_scale:local environmental or facility feature	anatomical_material|environment_broad_scale|environment_local_scale|environment_medium|food_commodity|host_context|sample_material|source_context
Sample_Type_SD	shrimp product	food_commodity		food_commodity:explicit food or commodity context	high	compatible	Isolation_Source_SD	false	false	additive_axis_enrichment	227	food_commodity:explicit food or commodity context	collection_device|data_product|food_commodity|sample_entity|sample_material|sample_processing|sampling_context
